season,player_id,display_name,touches,bucket,age,games_current,ppg_current,pts_current,games_next_eff,ppg_next_eff,pts_next_eff,vanished
2018,00-0032780,Jordan Howard,270,250-299,24,16.0,11.25,180.0,9.0,12.377777777777778,111.4,False
2021,00-0036555,Chuba Hubbard,197,150-199,22,16.0,8.6,137.6,12.0,7.274999999999999,87.3,False
2021,00-0033923,Kareem Hunt,100,<150,26,8.0,13.75,110.0,17.0,7.458823529411765,126.8,False
2018,00-0031045,Carlos Hyde,182,150-199,28,14.0,7.028571428571429,98.4,16.0,9.575,153.2,False
2019,00-0027966,Mark Ingram,228,200-249,30,15.0,16.193333333333335,242.9,10.0,5.29,52.9,False
2015,00-0027531,Chris Ivory,277,250-299,27,15.0,13.513333333333332,202.7,11.0,8.590909090909092,94.5,False
2007,00-0025450,Brandon Jackson,91,<150,22,9.0,6.855555555555556,61.7,13.0,6.1,79.3,False
2012,00-0024204,Fred Jackson,149,<150,31,10.0,11.54,115.4,16.0,14.66875,234.7,False
2001,00-0020430,James Jackson,202,200-249,25,11.0,7.090909090909091,78.0,6.0,1.5666666666666669,9.4,False
2019,00-0034440,Justin Jackson,38,<150,23,7.0,4.457142857142857,31.2,8.0,8.1625,65.3,False
2011,00-0022736,Steven Jackson,302,300-349,28,15.0,14.92,223.8,16.0,12.5375,200.6,False
2009,00-0023545,Brandon Jacobs,242,200-249,27,15.0,10.26,153.9,16.0,9.075,145.2,False
2021,00-0035700,Josh Jacobs,271,250-299,23,15.0,15.066666666666666,226.0,17.0,19.311764705882357,328.3,False
2006,00-0008241,Edgerrin James,375,350+,28,16.0,12.85,205.6,16.0,13.1125,209.8,False
2014,00-0027155,Rashad Jennings,197,150-199,29,11.0,12.590909090909092,138.5,16.0,10.30625,164.9,False
2014,00-0026164,Chris Johnson,179,150-199,29,16.0,7.2125,115.4,11.0,9.745454545454546,107.2,False
2020,00-0035628,D'Ernest Johnson,36,<150,24,8.0,2.625,21.0,12.0,8.674999999999999,104.1,False
2020,00-0032187,David Johnson,180,150-199,29,12.0,14.958333333333334,179.5,13.0,6.253846153846154,81.3,False
2006,00-0021976,Larry Johnson,457,350+,27,16.0,23.18125,370.9,8.0,15.8125,126.5,False
2018,00-0032257,Duke Johnson,87,<150,25,16.0,8.275,132.4,16.0,9.625,154.0,False
2005,00-0020407,Rudi Johnson,360,350+,26,16.0,15.6125,249.8,16.0,14.6375,234.2,False
2021,00-0035537,Ty Johnson,95,<150,24,15.0,7.8,117.0,10.0,4.279999999999999,42.8,False
2012,00-0028841,Will Johnson,17,<150,24,13.0,2.723076923076923,35.4,9.0,2.011111111111111,18.1,False
2021,00-0033293,Aaron Jones,223,200-249,27,15.0,15.266666666666667,229.0,17.0,14.623529411764704,248.6,False
2010,00-0026162,Felix Jones,233,200-249,23,16.0,11.41875,182.7,12.0,9.8,117.6,False
2007,00-0022840,Julius Jones,189,150-199,26,16.0,7.10625,113.7,14.0,7.028571428571429,98.4,False
2005,00-0022782,Kevin Jones,206,200-249,23,13.0,9.792307692307691,127.3,12.0,18.325,219.9,False
2019,00-0034816,Ronald Jones,203,200-249,22,16.0,10.39375,166.3,14.0,13.30714285714286,186.3,False
2008,00-0019641,Thomas Jones,326,300-349,30,16.0,17.24375,275.9,16.0,15.0,240.0,False
2011,00-0024275,Maurice Jones-Drew,386,350+,26,16.0,19.0625,305.0,6.0,12.666666666666666,76.0,False
2006,00-0020462,LaMont Jordan,124,<150,28,9.0,7.866666666666666,70.8,11.0,11.418181818181818,125.6,False
2021,00-0033906,Alvin Kamara,287,250-299,26,13.0,18.053846153846152,234.7,15.0,14.113333333333332,211.7,False
2017,00-0032780,Jordan Howard,299,250-299,23,16.0,12.48125,199.7,16.0,11.25,180.0,False
2020,00-0033923,Kareem Hunt,236,200-249,25,16.0,13.65625,218.5,8.0,13.75,110.0,False
2017,00-0031045,Carlos Hyde,299,250-299,27,16.0,14.6125,233.8,14.0,7.028571428571429,98.4,False
2018,00-0027966,Mark Ingram,159,150-199,29,12.0,11.875,142.5,15.0,16.193333333333335,242.9,False
2014,00-0027531,Chris Ivory,216,200-249,26,16.0,9.525,152.4,15.0,13.513333333333332,202.7,False
2011,00-0024204,Fred Jackson,209,200-249,30,10.0,20.86,208.6,10.0,11.54,115.4,False
2018,00-0034440,Justin Jackson,65,<150,22,8.0,7.6375,61.1,7.0,4.457142857142857,31.2,False
2010,00-0022736,Steven Jackson,376,350+,27,16.0,15.09375,241.5,15.0,14.92,223.8,False
2008,00-0023545,Brandon Jacobs,225,200-249,26,13.0,15.884615384615383,206.5,15.0,10.26,153.9,False
2020,00-0035700,Josh Jacobs,306,300-349,22,15.0,15.42,231.3,15.0,15.066666666666666,226.0,False
2005,00-0008241,Edgerrin James,404,350+,27,15.0,20.686666666666667,310.3,16.0,12.85,205.6,False
2013,00-0027155,Rashad Jennings,199,150-199,28,15.0,11.673333333333334,175.1,11.0,12.590909090909092,138.5,False
2013,00-0026164,Chris Johnson,321,300-349,28,16.0,15.0125,240.2,16.0,7.2125,115.4,False
2019,00-0032187,David Johnson,129,<150,28,12.0,11.791666666666666,141.5,12.0,14.958333333333334,179.5,False
2005,00-0021976,Larry Johnson,369,350+,26,16.0,22.51875,360.3,16.0,23.18125,370.9,False
2017,00-0032257,Duke Johnson,156,150-199,24,16.0,13.50625,216.1,16.0,8.275,132.4,False
2004,00-0020407,Rudi Johnson,377,350+,25,16.0,14.56875,233.1,16.0,15.6125,249.8,False
2020,00-0035537,Ty Johnson,70,<150,23,10.0,6.33,63.3,15.0,7.8,117.0,False
2020,00-0033293,Aaron Jones,248,200-249,26,14.0,18.49285714285714,258.9,15.0,15.266666666666667,229.0,False
2009,00-0026162,Felix Jones,135,<150,22,14.0,8.242857142857144,115.4,16.0,11.41875,182.7,False
2006,00-0022840,Julius Jones,276,250-299,25,16.0,9.6,153.6,16.0,7.10625,113.7,False
2004,00-0022782,Kevin Jones,269,250-299,22,15.0,12.886666666666668,193.3,13.0,9.792307692307691,127.3,False
2018,00-0034816,Ronald Jones,30,<150,21,6.0,3.45,20.7,16.0,10.39375,166.3,False
2007,00-0019641,Thomas Jones,338,300-349,29,16.0,10.85,173.6,16.0,17.24375,275.9,False
2010,00-0024275,Maurice Jones-Drew,333,300-349,25,14.0,16.72142857142857,234.1,16.0,19.0625,305.0,False
2005,00-0020462,LaMont Jordan,342,300-349,27,14.0,21.071428571428573,295.0,9.0,7.866666666666666,70.8,False
2020,00-0033906,Alvin Kamara,270,250-299,25,15.0,25.186666666666667,377.8,13.0,18.053846153846152,234.7,False
2016,00-0032780,Jordan Howard,281,250-299,22,15.0,15.34,230.1,16.0,12.48125,199.7,False
2019,00-0033923,Kareem Hunt,80,<150,24,8.0,12.675,101.4,16.0,13.65625,218.5,False
2016,00-0031045,Carlos Hyde,244,200-249,26,13.0,14.792307692307691,192.3,16.0,14.6125,233.8,False
2017,00-0027966,Mark Ingram,288,250-299,28,16.0,17.375,278.0,12.0,11.875,142.5,False
2013,00-0027531,Chris Ivory,184,150-199,25,15.0,6.953333333333333,104.3,16.0,9.525,152.4,False
2010,00-0024204,Fred Jackson,253,250-299,29,16.0,11.45,183.2,10.0,20.86,208.6,False
2009,00-0022736,Steven Jackson,375,350+,26,15.0,16.253333333333334,243.8,16.0,15.09375,241.5,False
2007,00-0023545,Brandon Jacobs,223,200-249,25,11.0,15.409090909090908,169.5,13.0,15.884615384615383,206.5,False
2019,00-0035700,Josh Jacobs,262,250-299,21,13.0,14.738461538461538,191.6,15.0,15.42,231.3,False
2004,00-0008241,Edgerrin James,385,350+,26,16.0,19.14375,306.3,15.0,20.686666666666667,310.3,False
2012,00-0027155,Rashad Jennings,120,<150,27,10.0,7.229999999999999,72.3,15.0,11.673333333333334,175.1,False
2012,00-0026164,Chris Johnson,312,300-349,27,16.0,13.2625,212.2,16.0,15.0125,240.2,False
2018,00-0032187,David Johnson,308,300-349,27,16.0,15.425,246.8,12.0,11.791666666666666,141.5,False
2004,00-0021976,Larry Johnson,142,<150,25,8.0,21.7375,173.9,16.0,22.51875,360.3,False
2016,00-0032257,Duke Johnson,126,<150,23,16.0,9.0125,144.2,16.0,13.50625,216.1,False
2003,00-0020407,Rudi Johnson,235,200-249,24,13.0,14.330769230769231,186.3,16.0,14.56875,233.1,False
2019,00-0035537,Ty Johnson,87,<150,22,15.0,4.013333333333334,60.2,10.0,6.33,63.3,False
2019,00-0033293,Aaron Jones,285,250-299,25,16.0,19.675,314.8,14.0,18.49285714285714,258.9,False
2008,00-0026162,Felix Jones,32,<150,21,5.0,10.72,53.6,14.0,8.242857142857144,115.4,False
2005,00-0022840,Julius Jones,292,250-299,24,13.0,14.061538461538465,182.8,16.0,9.6,153.6,False
2006,00-0019641,Thomas Jones,333,300-349,28,16.0,12.85875,205.74,16.0,10.85,173.6,False
2009,00-0024275,Maurice Jones-Drew,365,350+,24,16.0,20.21875,323.5,14.0,16.72142857142857,234.1,False
2004,00-0020462,LaMont Jordan,108,<150,26,14.0,6.007142857142857,84.1,14.0,21.071428571428573,295.0,False
2019,00-0033906,Alvin Kamara,252,250-299,24,14.0,17.751428571428573,248.52,15.0,25.186666666666667,377.8,False
2018,00-0033923,Kareem Hunt,207,200-249,23,11.0,20.92727272727273,230.2,8.0,12.675,101.4,False
2015,00-0031045,Carlos Hyde,126,<150,25,7.0,11.614285714285714,81.3,13.0,14.792307692307691,192.3,False
2016,00-0027966,Mark Ingram,251,250-299,27,16.0,15.1625,242.6,16.0,17.375,278.0,False
2012,00-0027531,Chris Ivory,42,<150,24,6.0,6.2,37.2,15.0,6.953333333333333,104.3,False
2009,00-0024204,Fred Jackson,284,250-299,28,16.0,13.38,214.08,16.0,11.45,183.2,False
2008,00-0022736,Steven Jackson,294,250-299,25,12.0,18.683333333333334,224.2,15.0,16.253333333333334,243.8,False
2006,00-0023545,Brandon Jacobs,107,<150,24,15.0,8.013333333333334,120.2,11.0,15.409090909090908,169.5,False
2003,00-0008241,Edgerrin James,360,350+,25,13.0,20.45384615384615,265.9,16.0,19.14375,306.3,False
2009,00-0027155,Rashad Jennings,55,<150,24,15.0,3.4866666666666664,52.3,12.0,9.841666666666669,118.1,False
2011,00-0026164,Chris Johnson,319,300-349,26,16.0,14.09375,225.5,16.0,13.2625,212.2,False
2015,00-0032187,David Johnson,161,150-199,24,16.0,13.6125,217.8,16.0,25.4875,407.8,False
2003,00-0021976,Larry Johnson,21,<150,24,5.0,3.14,15.7,8.0,21.7375,173.9,False
2015,00-0032257,Duke Johnson,165,150-199,22,16.0,10.26875,164.3,16.0,9.0125,144.2,False
2002,00-0020407,Rudi Johnson,23,<150,23,4.0,4.025,16.1,13.0,14.330769230769231,186.3,False
2018,00-0033293,Aaron Jones,159,150-199,24,12.0,14.283333333333331,171.4,16.0,19.675,314.8,False
2004,00-0022840,Julius Jones,214,200-249,23,8.0,18.225,145.8,13.0,14.061538461538465,182.8,False
2005,00-0019641,Thomas Jones,340,300-349,27,15.0,14.92,223.8,16.0,12.85875,205.74,False
2008,00-0024275,Maurice Jones-Drew,259,250-299,23,16.0,17.575,281.2,16.0,20.21875,323.5,False
2003,00-0020462,LaMont Jordan,57,<150,25,12.0,5.341666666666666,64.1,14.0,6.007142857142857,84.1,False
2018,00-0033906,Alvin Kamara,275,250-299,23,15.0,23.65333333333333,354.8,14.0,17.751428571428573,248.52,False
2017,00-0033923,Kareem Hunt,325,300-349,22,16.0,18.45,295.2,11.0,20.92727272727273,230.2,False
2014,00-0031045,Carlos Hyde,95,<150,24,14.0,5.292857142857143,74.1,7.0,11.614285714285714,81.3,False
2015,00-0027966,Mark Ingram,216,200-249,26,12.0,16.966666666666665,203.6,16.0,15.1625,242.6,False
2011,00-0027531,Chris Ivory,79,<150,23,6.0,7.233333333333333,43.4,6.0,6.2,37.2,False
2008,00-0024204,Fred Jackson,166,150-199,27,15.0,9.38,140.7,16.0,13.38,214.08,False
2007,00-0022736,Steven Jackson,275,250-299,24,12.0,16.781666666666666,201.38,12.0,18.683333333333334,224.2,False
2005,00-0023545,Brandon Jacobs,38,<150,23,13.0,3.838461538461538,49.9,15.0,8.013333333333334,120.2,False
2002,00-0008241,Edgerrin James,338,300-349,24,14.0,15.107142857142858,211.5,13.0,20.45384615384615,265.9,False
2010,00-0026164,Chris Johnson,360,350+,25,16.0,17.05625,272.9,16.0,14.09375,225.5,False
2017,00-0033293,Aaron Jones,90,<150,23,10.0,8.0,80.0,12.0,14.283333333333331,171.4,False
2004,00-0019641,Thomas Jones,296,250-299,26,14.0,16.678571428571427,233.5,15.0,14.92,223.8,False
2007,00-0024275,Maurice Jones-Drew,207,200-249,22,15.0,14.233333333333333,213.5,16.0,17.575,281.2,False
2002,00-0020462,LaMont Jordan,101,<150,24,13.0,6.046153846153846,78.6,12.0,5.341666666666666,64.1,False
2017,00-0033906,Alvin Kamara,201,200-249,22,16.0,20.0375,320.6,15.0,23.65333333333333,354.8,False
2014,00-0027966,Mark Ingram,255,250-299,25,13.0,14.761538461538462,191.9,12.0,16.966666666666665,203.6,False
2010,00-0027531,Chris Ivory,138,<150,22,12.0,8.358333333333333,100.3,6.0,7.233333333333333,43.4,False
2007,00-0024204,Fred Jackson,80,<150,26,8.0,8.875,71.0,15.0,9.38,140.7,False
2006,00-0022736,Steven Jackson,436,350+,23,16.0,25.9625,415.4,12.0,16.781666666666666,201.38,False
2001,00-0008241,Edgerrin James,175,150-199,23,6.0,20.916666666666668,125.5,14.0,15.107142857142858,211.5,False
2009,00-0026164,Chris Johnson,408,350+,24,16.0,24.56875,393.1,16.0,17.05625,272.9,False
2003,00-0019641,Thomas Jones,161,150-199,25,15.0,7.913333333333333,118.7,14.0,16.678571428571427,233.5,False
2006,00-0024275,Maurice Jones-Drew,212,200-249,21,16.0,17.35625,277.7,15.0,14.233333333333333,213.5,False
2001,00-0020462,LaMont Jordan,46,<150,23,13.0,4.046153846153846,52.6,13.0,6.046153846153846,78.6,False
2013,00-0027966,Mark Ingram,85,<150,24,11.0,5.309090909090909,58.4,13.0,14.761538461538462,191.9,False
2005,00-0022736,Steven Jackson,297,250-299,22,15.0,15.573333333333332,233.6,16.0,25.9625,415.4,False
2008,00-0026164,Chris Johnson,294,250-299,23,15.0,16.653333333333332,249.8,16.0,24.56875,393.1,False
2002,00-0019641,Thomas Jones,158,150-199,24,9.0,10.044444444444444,90.4,15.0,7.913333333333333,118.7,False
2012,00-0027966,Mark Ingram,162,150-199,23,16.0,6.19375,99.1,11.0,5.309090909090909,58.4,False
2004,00-0022736,Steven Jackson,153,150-199,21,14.0,9.242857142857144,129.4,15.0,15.573333333333332,233.6,False
2001,00-0019641,Thomas Jones,133,<150,23,16.0,6.38125,102.1,9.0,10.044444444444444,90.4,False
2011,00-0027966,Mark Ingram,134,<150,22,10.0,9.88,98.8,16.0,6.19375,99.1,False
2007,00-0022206,Kenton Keith,134,<150,27,16.0,6.125,98.0,0,0.0,0.0,True
2023,00-0036370,Joshua Kelley,115,<150,26,17.0,3.6294117647058814,61.7,0,0.0,0.0,True
2017,00-0032371,Rob Kelley,66,<150,25,7.0,6.171428571428572,43.2,0,0.0,0.0,True
2002,00-0009288,Terry Kirby,33,<150,32,6.0,6.933333333333334,41.6,0,0.0,0.0,True
2022,00-0037157,Bam Knight,98,<150,21,7.0,8.428571428571429,59.0,0,0.0,0.0,True
2017,00-0030485,Eddie Lacy,75,<150,27,9.0,3.177777777777778,28.6,0,0.0,0.0,True
2020,00-0035342,Patrick Laird,23,<150,25,9.0,2.4444444444444446,22.0,0,0.0,0.0,True
2016,00-0031569,Jeremy Langford,81,<150,25,12.0,6.1000000000000005,73.2,0,0.0,0.0,True
2006,00-0021673,ReShard Lee,41,<150,26,12.0,4.25,51.0,0,0.0,0.0,True
2013,00-0025439,Brian Leonard,76,<150,29,16.0,4.06875,65.1,0,0.0,0.0,True
2012,00-0027995,Mikel Leshoure,249,200-249,22,14.0,13.085714285714284,183.2,0,0.0,0.0,True
2004,00-0009829,Dorsey Levens,103,<150,34,13.0,6.4,83.2,0,0.0,0.0,True
2012,00-0028087,Dion Lewis,15,<150,22,6.0,2.8833333333333333,17.3,0,0.0,0.0,True
2009,00-0019693,Jamal Lewis,151,150-199,30,9.0,7.666666666666667,69.0,0,0.0,0.0,True
2021,00-0034109,Phillip Lindsay,92,<150,27,14.0,3.242857142857143,45.4,0,0.0,0.0,True
2019,00-0033789,T.J. Logan,5,<150,25,5.0,0.86,4.3,0,0.0,0.0,True
2002,00-0017896,Nicolas Luchey,19,<150,25,6.0,4.916666666666667,29.5,0,0.0,0.0,True
2011,00-0026029,Kregg Lumpkin,72,<150,27,15.0,5.373333333333333,80.6,0,0.0,0.0,True
2006,00-0024384,Wali Lundy,157,150-199,23,12.0,10.416666666666666,125.0,0,0.0,0.0,True
2015,00-0025399,Marshawn Lynch,124,<150,29,7.0,11.842857142857143,82.9,0,0.0,0.0,True
2019,00-0033951,Marlon Mack,261,250-299,23,14.0,12.964285714285714,181.5,0,0.0,0.0,True
2003,00-0010240,Stacey Mack,102,<150,28,8.0,7.225,57.8,0,0.0,0.0,True
2011,00-0028574,Mossis Madu,25,<150,24,5.0,4.54,22.7,0,0.0,0.0,True
2005,00-0021509,Reno Mahe,32,<150,25,6.0,4.583333333333333,27.5,0,0.0,0.0,True
2011,00-0028062,Owen Marecic,9,<150,23,6.0,1.4833333333333334,8.9,0,0.0,0.0,True
2007,00-0024236,Laurence Maroney,189,150-199,22,13.0,10.561538461538465,137.3,0,0.0,0.0,True
2018,00-0032964,Byron Marshall,7,<150,24,4.0,1.975,7.9,0,0.0,0.0,True
2002,00-0010436,Cecil Martin,16,<150,27,13.0,1.9384615384615385,25.2,0,0.0,0.0,True
2005,00-0010442,Curtis Martin,244,200-249,32,12.0,11.441666666666668,137.3,0,0.0,0.0,True
2018,00-0029613,Doug Martin,190,150-199,29,16.0,7.49375,119.9,0,0.0,0.0,True
2003,00-0021387,Jamar Martin,6,<150,23,4.0,0.9,3.6,0,0.0,0.0,True
2024,00-0037525,Jordan Mason,164,150-199,25,12.0,9.575,114.9,16.0,8.05625,128.9,False
2009,00-0024561,Marcus Mason,38,<150,25,9.0,2.7222222222222223,24.5,0,0.0,0.0,True
2015,00-0031391,Tre Mason,93,<150,22,13.0,3.9615384615384617,51.5,0,0.0,0.0,True
2016,00-0027864,Ryan Mathews,168,150-199,29,13.0,11.153846153846152,145.0,0,0.0,0.0,True
2022,00-0036370,Joshua Kelley,83,<150,25,12.0,5.4,64.8,17.0,3.6294117647058814,61.7,False
2016,00-0032371,Rob Kelley,180,150-199,24,14.0,9.471428571428572,132.6,7.0,6.171428571428572,43.2,False
2001,00-0009288,Terry Kirby,19,<150,31,8.0,3.2625,26.1,6.0,6.933333333333334,41.6,False
2016,00-0030485,Eddie Lacy,75,<150,26,5.0,8.559999999999999,42.8,9.0,3.177777777777778,28.6,False
2019,00-0035342,Patrick Laird,85,<150,24,8.0,8.525,68.2,9.0,2.4444444444444446,22.0,False
2015,00-0031569,Jeremy Langford,170,150-199,24,15.0,9.853333333333332,147.8,12.0,6.1000000000000005,73.2,False
2005,00-0021673,ReShard Lee,12,<150,25,4.0,0.275,1.1,12.0,4.25,51.0,False
2007,00-0025439,Brian Leonard,116,<150,23,15.0,5.239999999999999,78.6,0,0.0,0.0,True
2003,00-0009829,Dorsey Levens,73,<150,33,11.0,4.236363636363636,46.6,13.0,6.4,83.2,False
2020,00-0028087,Dion Lewis,48,<150,30,16.0,3.7,59.2,0,0.0,0.0,True
2008,00-0019693,Jamal Lewis,302,300-349,29,16.0,10.1875,163.0,9.0,7.666666666666667,69.0,False
2020,00-0034109,Phillip Lindsay,125,<150,26,11.0,6.0,66.0,14.0,3.242857142857143,45.4,False
2018,00-0033789,T.J. Logan,9,<150,24,4.0,2.725,10.9,5.0,0.86,4.3,False
2004,00-0017896,Nicolas Luchey,12,<150,27,8.0,0.8,6.4,0,0.0,0.0,True
2018,00-0025399,Marshawn Lynch,105,<150,32,6.0,13.166666666666666,79.0,0,0.0,0.0,True
2022,00-0033951,Marlon Mack,24,<150,26,5.0,7.659999999999999,38.3,0,0.0,0.0,True
2002,00-0010240,Stacey Mack,109,<150,27,15.0,7.766666666666667,116.5,8.0,7.225,57.8,False
2004,00-0021509,Reno Mahe,37,<150,24,9.0,3.933333333333333,35.4,6.0,4.583333333333333,27.5,False
2010,00-0024236,Laurence Maroney,40,<150,25,4.0,4.1,16.4,0,0.0,0.0,True
2001,00-0010436,Cecil Martin,33,<150,26,15.0,3.4066666666666667,51.1,13.0,1.9384615384615385,25.2,False
2004,00-0010442,Curtis Martin,412,350+,31,16.0,19.95,319.2,12.0,11.441666666666668,137.3,False
2017,00-0029613,Doug Martin,147,<150,28,11.0,6.927272727272728,76.2,16.0,7.49375,119.9,False
2023,00-0037525,Jordan Mason,43,<150,24,9.0,4.966666666666667,44.7,12.0,9.575,114.9,False
2014,00-0031391,Tre Mason,195,150-199,21,12.0,11.275,135.3,13.0,3.9615384615384617,51.5,False
2015,00-0027864,Ryan Mathews,126,<150,28,13.0,9.576923076923077,124.5,13.0,11.153846153846152,145.0,False
2021,00-0036370,Joshua Kelley,38,<150,24,8.0,2.125,17.0,12.0,5.4,64.8,False
2015,00-0030485,Eddie Lacy,207,200-249,25,15.0,9.373333333333331,140.6,5.0,8.559999999999999,42.8,False
2004,00-0021673,ReShard Lee,28,<150,24,8.0,2.525,20.2,4.0,0.275,1.1,False
2012,00-0025439,Brian Leonard,44,<150,28,12.0,2.3583333333333334,28.3,16.0,4.06875,65.1,False
2002,00-0009829,Dorsey Levens,94,<150,32,16.0,5.15625,82.5,11.0,4.236363636363636,46.6,False
2019,00-0028087,Dion Lewis,79,<150,29,15.0,4.42,66.3,16.0,3.7,59.2,False
2007,00-0019693,Jamal Lewis,329,300-349,28,15.0,16.473333333333333,247.1,16.0,10.1875,163.0,False
2019,00-0034109,Phillip Lindsay,259,250-299,25,16.0,12.35625,197.7,11.0,6.0,66.0,False
2017,00-0025399,Marshawn Lynch,227,200-249,31,15.0,10.946666666666664,164.2,6.0,13.166666666666666,79.0,False
2021,00-0033951,Marlon Mack,30,<150,25,5.0,2.58,12.9,5.0,7.659999999999999,38.3,False
2001,00-0010240,Stacey Mack,236,200-249,26,16.0,11.575,185.2,15.0,7.766666666666667,116.5,False
2009,00-0024236,Laurence Maroney,208,200-249,24,15.0,9.706666666666669,145.6,4.0,4.1,16.4,False
2003,00-0010442,Curtis Martin,365,350+,30,16.0,12.9375,207.0,16.0,19.95,319.2,False
2016,00-0029613,Doug Martin,158,150-199,27,8.0,10.6875,85.5,11.0,6.927272727272728,76.2,False
2022,00-0037525,Jordan Mason,43,<150,23,8.0,3.975,31.8,9.0,4.966666666666667,44.7,False
2014,00-0027864,Ryan Mathews,83,<150,27,6.0,11.15,66.9,13.0,9.576923076923077,124.5,False
2020,00-0036370,Joshua Kelley,134,<150,23,13.0,6.246153846153846,81.2,8.0,2.125,17.0,False
2014,00-0030485,Eddie Lacy,288,250-299,24,16.0,17.0375,272.6,15.0,9.373333333333331,140.6,False
2011,00-0025439,Brian Leonard,39,<150,27,13.0,3.9615384615384617,51.5,12.0,2.3583333333333334,28.3,False
2001,00-0009829,Dorsey Levens,68,<150,31,15.0,4.16,62.4,16.0,5.15625,82.5,False
2018,00-0028087,Dion Lewis,214,200-249,28,16.0,10.04375,160.7,15.0,4.42,66.3,False
2006,00-0019693,Jamal Lewis,332,300-349,27,16.0,12.04375,192.7,15.0,16.473333333333333,247.1,False
2018,00-0034109,Phillip Lindsay,227,200-249,24,15.0,14.853333333333332,222.8,16.0,12.35625,197.7,False
2014,00-0025399,Marshawn Lynch,317,300-349,28,16.0,18.89375,302.3,7.0,11.842857142857143,82.9,False
2018,00-0033951,Marlon Mack,212,200-249,22,12.0,14.875,178.5,14.0,12.964285714285714,181.5,False
2006,00-0024236,Laurence Maroney,197,150-199,21,14.0,11.135714285714286,155.9,13.0,10.561538461538465,137.3,False
2002,00-0010442,Curtis Martin,310,300-349,29,16.0,14.925,238.8,16.0,12.9375,207.0,False
2015,00-0029613,Doug Martin,321,300-349,26,16.0,14.51875,232.3,8.0,10.6875,85.5,False
2013,00-0027864,Ryan Mathews,311,300-349,26,16.0,13.15,210.4,6.0,11.15,66.9,False
2013,00-0030485,Eddie Lacy,319,300-349,23,15.0,16.166666666666668,242.5,16.0,17.0375,272.6,False
2010,00-0025439,Brian Leonard,29,<150,26,11.0,4.163636363636363,45.8,13.0,3.9615384615384617,51.5,False
2017,00-0028087,Dion Lewis,212,200-249,27,16.0,12.6875,203.0,16.0,10.04375,160.7,False
2005,00-0019693,Jamal Lewis,301,300-349,26,15.0,10.38,155.7,16.0,12.04375,192.7,False
2013,00-0025399,Marshawn Lynch,337,300-349,27,16.0,17.20625,275.3,16.0,18.89375,302.3,False
2017,00-0033951,Marlon Mack,114,<150,21,14.0,7.378571428571428,103.3,12.0,14.875,178.5,False
2001,00-0010442,Curtis Martin,386,350+,28,16.0,18.495,295.92,16.0,14.925,238.8,False
2014,00-0029613,Doug Martin,147,<150,25,11.0,7.345454545454545,80.8,16.0,14.51875,232.3,False
2012,00-0027864,Ryan Mathews,223,200-249,25,12.0,11.408333333333331,136.9,16.0,13.15,210.4,False
2009,00-0025439,Brian Leonard,57,<150,25,14.0,4.292857142857143,60.1,11.0,4.163636363636363,45.8,False
2016,00-0028087,Dion Lewis,81,<150,26,7.0,7.814285714285715,54.7,16.0,12.6875,203.0,False
2004,00-0019693,Jamal Lewis,245,200-249,25,12.0,13.683333333333332,164.2,15.0,10.38,155.7,False
2012,00-0025399,Marshawn Lynch,338,300-349,26,16.0,16.85,269.6,16.0,17.20625,275.3,False
2013,00-0029613,Doug Martin,139,<150,24,6.0,11.7,70.2,11.0,7.345454545454545,80.8,False
2011,00-0027864,Ryan Mathews,272,250-299,24,14.0,16.9,236.6,12.0,11.408333333333331,136.9,False
2015,00-0028087,Dion Lewis,85,<150,25,7.0,17.17142857142857,120.2,7.0,7.814285714285715,54.7,False
2003,00-0019693,Jamal Lewis,414,350+,24,16.0,20.175,322.8,12.0,13.683333333333332,164.2,False
2011,00-0025399,Marshawn Lynch,312,300-349,25,15.0,16.24,243.6,16.0,16.85,269.6,False
2012,00-0029613,Doug Martin,368,350+,23,16.0,19.475,311.6,6.0,11.7,70.2,False
2010,00-0027864,Ryan Mathews,179,150-199,23,12.0,11.666666666666666,140.0,14.0,16.9,236.6,False
2011,00-0028087,Dion Lewis,24,<150,21,8.0,2.1125,16.9,6.0,2.8833333333333333,17.3,False
2002,00-0019693,Jamal Lewis,355,350+,23,16.0,15.74375,251.9,16.0,20.175,322.8,False
2010,00-0025399,Marshawn Lynch,224,200-249,24,16.0,8.6375,138.2,15.0,16.24,243.6,False
2009,00-0025399,Marshawn Lynch,148,<150,23,13.0,7.884615384615385,102.5,16.0,8.6375,138.2,False
2008,00-0025399,Marshawn Lynch,298,250-299,22,15.0,15.58,233.7,13.0,7.884615384615385,102.5,False
2007,00-0025399,Marshawn Lynch,298,250-299,21,13.0,14.955384615384617,194.42,15.0,15.58,233.7,False
2024,00-0034972,Alexander Mattison,168,150-199,26,14.0,9.828571428571427,137.6,0,0.0,0.0,True
2006,00-0020527,Deuce McAllister,275,250-299,28,15.0,14.66,219.9,0,0.0,0.0,True
2019,00-0033280,Christian McCaffrey,403,350+,23,16.0,29.4625,471.4,0,0.0,0.0,True
2024,00-0037509,Sincere McCormick,45,<150,24,4.0,6.8,27.2,0,0.0,0.0,True
2020,00-0027029,LeSean McCoy,25,<150,32,8.0,3.525,28.2,0,0.0,0.0,True
2002,00-0010747,Fred McCrary,24,<150,30,13.0,3.6692307692307695,47.7,0,0.0,0.0,True
