season,player_id,display_name,touches,bucket,age,games_current,ppg_current,pts_current,games_next_eff,ppg_next_eff,pts_next_eff,vanished
2013,00-0027786,Jonathan Dwyer,57,<150,24,14.0,2.435714285714286,34.1,0,0.0,0.0,True
2022,00-0037087,Trestan Ebner,26,<150,23,7.0,1.3,9.1,0,0.0,0.0,True
2007,00-0022883,Adimchinobe Echemandu,22,<150,27,5.0,1.92,9.6,0,0.0,0.0,True
2008,00-0023251,Kyle Eckel,24,<150,27,4.0,1.975,7.9,0,0.0,0.0,True
2023,00-0034681,Chase Edmonds,63,<150,27,13.0,3.053846153846154,39.7,0,0.0,0.0,True
2019,00-0033838,Trey Edmunds,28,<150,25,6.0,3.333333333333333,20.0,0,0.0,0.0,True
2020,00-0034184,Gus Edwards,153,150-199,25,16.0,8.0125,128.2,0,0.0,0.0,True
2002,00-0004774,Robert Edwards,38,<150,28,11.0,4.845454545454545,53.3,0,0.0,0.0,True
2023,00-0036360,Clyde Edwards-Helaire,87,<150,24,15.0,4.673333333333333,70.1,0,0.0,0.0,True
2024,00-0033699,Austin Ekeler,112,<150,29,12.0,11.025,132.3,0,0.0,0.0,True
2017,00-0030287,Andre Ellington,59,<150,28,11.0,7.945454545454546,87.4,0,0.0,0.0,True
2024,00-0033045,Ezekiel Elliott,86,<150,29,15.0,3.8333333333333335,57.5,0,0.0,0.0,True
2020,00-0032404,Tyler Ervin,24,<150,27,7.0,3.7285714285714286,26.1,0,0.0,0.0,True
2024,00-0039373,Audric Estimé,81,<150,21,13.0,3.746153846153846,48.7,5.0,9.62,48.1,False
2024,00-0036973,Travis Etienne,189,150-199,25,15.0,8.68,130.2,17.0,14.93529411764706,253.9,False
2022,00-0036857,Chris Evans,3,<150,25,4.0,3.2,12.8,0,0.0,0.0,True
2020,00-0036297,Darrynton Evans,16,<150,22,4.0,4.025,16.1,0,0.0,0.0,True
2023,00-0039136,Zach Evans,9,<150,22,4.0,0.475,1.9,0,0.0,0.0,True
2009,00-0022093,Justin Fargas,146,<150,29,12.0,7.95,95.4,0,0.0,0.0,True
2016,00-0032902,Kenneth Farrow,73,<150,23,10.0,3.72,37.2,0,0.0,0.0,True
2005,00-0023547,Ciatrick Fason,32,<150,23,9.0,3.355555555555556,30.2,0,0.0,0.0,True
2011,00-0005091,Kevin Faulk,24,<150,35,5.0,3.22,16.1,0,0.0,0.0,True
2005,00-0005092,Marshall Faulk,109,<150,32,15.0,7.233333333333333,108.5,0,0.0,0.0,True
2022,00-0036654,Demetric Felton,3,<150,24,4.0,0.6,2.4,0,0.0,0.0,True
2002,00-0020173,James Fenderson,19,<150,26,7.0,2.9,20.3,0,0.0,0.0,True
2016,00-0032377,Josh Ferguson,35,<150,23,8.0,4.4125,35.3,0,0.0,0.0,True
2006,00-0020964,Tony Fisher,20,<150,27,6.0,5.133333333333334,30.8,0,0.0,0.0,True
2005,00-0022825,Troy Fleming,10,<150,25,8.0,2.8625,22.9,0,0.0,0.0,True
2002,00-0005324,Terrell Fletcher,36,<150,29,7.0,5.0,35.0,0,0.0,0.0,True
2024,00-0037267,Jerome Ford,141,<150,25,14.0,9.571428571428571,134.0,13.0,3.353846153846154,43.6,False
2024,00-0033925,D'Onta Foreman,77,<150,28,10.0,3.26,32.6,0,0.0,0.0,True
2016,00-0026373,Justin Forsett,107,<150,31,9.0,6.844444444444445,61.6,0,0.0,0.0,True
2003,00-0021938,Brock Forsey,53,<150,23,4.0,9.45,37.8,0,0.0,0.0,True
2017,00-0026184,Matt Forte,140,<150,32,12.0,10.033333333333331,120.4,0,0.0,0.0,True
2016,00-0026796,Arian Foster,28,<150,30,4.0,4.825,19.3,0,0.0,0.0,True
2017,00-0032577,D.J. Foster,23,<150,24,7.0,4.6000000000000005,32.2,0,0.0,0.0,True
2008,00-0021164,DeShaun Foster,92,<150,28,11.0,5.7,62.7,0,0.0,0.0,True
2022,00-0033856,Leonard Fournette,262,250-299,27,16.0,14.13125,226.1,0,0.0,0.0,True
2013,00-0030078,Johnathan Franklin,23,<150,24,4.0,5.425,21.7,0,0.0,0.0,True
2021,00-0031285,Devonta Freeman,167,150-199,29,16.0,9.1625,146.6,0,0.0,0.0,True
2023,00-0034838,Royce Freeman,78,<150,27,9.0,5.133333333333334,46.2,0,0.0,0.0,True
2004,00-0005620,Chris Fuamatu-Ma'afala,24,<150,27,7.0,2.685714285714286,18.8,0,0.0,0.0,True
2009,00-0023074,Samkon Gado,17,<150,27,9.0,0.8999999999999999,8.1,0,0.0,0.0,True
2024,00-0036919,Kenny Gainwell,91,<150,25,16.0,3.9125,62.6,17.0,13.01764705882353,221.3,False
2021,00-0033950,Wayne Gallman,29,<150,27,6.0,2.25,13.5,0,0.0,0.0,True
2010,00-0024460,Quinton Ganther,11,<150,26,5.0,0.94,4.7,0,0.0,0.0,True
2003,00-0005779,Charlie Garner,168,150-199,31,14.0,11.85,165.9,0,0.0,0.0,True
2003,00-0005816,Olandis Gary,126,<150,28,13.0,5.407692307692307,70.3,0,0.0,0.0,True
2021,00-0035311,Myles Gaskin,222,200-249,24,17.0,10.211764705882352,173.6,0,0.0,0.0,True
2015,00-0030039,Kendall Gaskins,24,<150,25,4.0,4.675,18.7,0,0.0,0.0,True
2001,00-0020417,Benjamin Gay,55,<150,21,6.0,5.05,30.3,0,0.0,0.0,True
2004,00-0005883,Eddie George,141,<150,31,13.0,6.346153846153846,82.5,0,0.0,0.0,True
2015,00-0027888,Toby Gerhart,23,<150,28,5.0,1.94,9.7,0,0.0,0.0,True
2024,00-0039139,Jahmyr Gibbs,302,300-349,22,17.0,20.75294117647059,352.8,17.0,21.564705882352943,366.6,False
2024,00-0036328,Antonio Gibson,143,<150,26,17.0,6.076470588235294,103.3,5.0,4.64,23.2,False
2018,00-0030433,Mike Gillislee,17,<150,28,4.0,1.05,4.2,0,0.0,0.0,True
2006,00-0019831,Nick Goings,21,<150,28,7.0,4.557142857142857,31.9,0,0.0,0.0,True
2012,00-0027080,Mike Goodson,51,<150,25,11.0,5.781818181818182,63.6,0,0.0,0.0,True
2024,00-0037120,Tyler Goodson,43,<150,24,9.0,4.933333333333334,44.4,7.0,0.7428571428571429,5.2,False
2004,00-0019134,Joey Goodspeed,14,<150,26,10.0,2.47,24.7,0,0.0,0.0,True
2005,00-0021209,Lamar Gordon,65,<150,25,13.0,3.007692307692308,39.1,0,0.0,0.0,True
2023,00-0032144,Melvin Gordon,29,<150,30,4.0,4.925,19.7,0,0.0,0.0,True
2021,00-0035715,Derrick Gore,59,<150,27,8.0,7.0125,56.1,0,0.0,0.0,True
2020,00-0023500,Frank Gore,203,200-249,37,15.0,6.680000000000001,100.2,0,0.0,0.0,True
2012,00-0027786,Jonathan Dwyer,174,150-199,23,13.0,7.607692307692308,98.9,14.0,2.435714285714286,34.1,False
2007,00-0023251,Kyle Eckel,33,<150,26,6.0,3.716666666666667,22.3,4.0,1.975,7.9,False
2022,00-0034681,Chase Edmonds,84,<150,26,13.0,5.707692307692308,74.2,13.0,3.053846153846154,39.7,False
2024,00-0034184,Gus Edwards,104,<150,29,11.0,5.827272727272727,64.1,0,0.0,0.0,True
2022,00-0036360,Clyde Edwards-Helaire,88,<150,23,10.0,9.83,98.3,15.0,4.673333333333333,70.1,False
2023,00-0033699,Austin Ekeler,230,200-249,28,14.0,13.157142857142857,184.2,12.0,11.025,132.3,False
2016,00-0030287,Andre Ellington,46,<150,27,13.0,2.315384615384616,30.1,11.0,7.945454545454546,87.4,False
2023,00-0033045,Ezekiel Elliott,235,200-249,28,17.0,10.264705882352942,174.5,15.0,3.8333333333333335,57.5,False
2023,00-0036973,Travis Etienne,325,300-349,24,17.0,16.63529411764706,282.8,15.0,8.68,130.2,False
2021,00-0036857,Chris Evans,32,<150,24,9.0,5.533333333333333,49.8,4.0,3.2,12.8,False
2023,00-0036297,Darrynton Evans,39,<150,25,6.0,5.0,30.0,0,0.0,0.0,True
2008,00-0022093,Justin Fargas,229,200-249,28,14.0,7.478571428571429,104.7,12.0,7.95,95.4,False
2009,00-0005091,Kevin Faulk,99,<150,33,15.0,7.906666666666666,118.6,0,0.0,0.0,True
2004,00-0005092,Marshall Faulk,245,200-249,31,14.0,13.2,184.8,15.0,7.233333333333333,108.5,False
2021,00-0036654,Demetric Felton,25,<150,23,11.0,4.590909090909091,50.5,4.0,0.6,2.4,False
2005,00-0020964,Tony Fisher,108,<150,26,12.0,9.38,112.56,6.0,5.133333333333334,30.8,False
2004,00-0022825,Troy Fleming,26,<150,24,10.0,5.14,51.4,8.0,2.8625,22.9,False
2001,00-0005324,Terrell Fletcher,52,<150,28,12.0,4.175,50.1,7.0,5.0,35.0,False
2023,00-0037267,Jerome Ford,248,200-249,24,17.0,12.552941176470588,213.4,14.0,9.571428571428571,134.0,False
2017,00-0033925,D'Onta Foreman,84,<150,21,9.0,6.333333333333333,57.0,0,0.0,0.0,True
2015,00-0026373,Justin Forsett,182,150-199,30,10.0,12.24,122.4,9.0,6.844444444444445,61.6,False
2016,00-0026184,Matt Forte,248,200-249,31,14.0,13.114285714285714,183.6,12.0,10.033333333333331,120.4,False
2015,00-0026796,Arian Foster,85,<150,29,4.0,19.25,77.0,4.0,4.825,19.3,False
2007,00-0021164,DeShaun Foster,271,250-299,27,16.0,9.05625,144.9,11.0,5.7,62.7,False
2021,00-0033856,Leonard Fournette,249,200-249,26,14.0,18.257142857142856,255.6,16.0,14.13125,226.1,False
2017,00-0031285,Devonta Freeman,232,200-249,25,14.0,14.3,200.2,0,0.0,0.0,True
2022,00-0034838,Royce Freeman,47,<150,26,4.0,4.75,19.0,9.0,5.133333333333334,46.2,False
2003,00-0005620,Chris Fuamatu-Ma'afala,36,<150,26,9.0,2.4000000000000004,21.6,7.0,2.685714285714286,18.8,False
2007,00-0023074,Samkon Gado,65,<150,25,8.0,7.975,63.8,0,0.0,0.0,True
2023,00-0036919,Kenny Gainwell,114,<150,24,16.0,6.09875,97.58,16.0,3.9125,62.6,False
2020,00-0033950,Wayne Gallman,168,150-199,26,14.0,9.757142857142856,136.6,6.0,2.25,13.5,False
2009,00-0024460,Quinton Ganther,71,<150,25,8.0,7.1,56.8,5.0,0.94,4.7,False
2002,00-0005779,Charlie Garner,273,250-299,30,16.0,21.70625,347.3,14.0,11.85,165.9,False
2002,00-0005816,Olandis Gary,55,<150,27,9.0,5.944444444444445,53.5,13.0,5.407692307692307,70.3,False
2020,00-0035311,Myles Gaskin,183,150-199,23,10.0,16.419999999999998,164.2,17.0,10.211764705882352,173.6,False
2003,00-0005883,Eddie George,334,300-349,30,16.0,10.7125,171.4,13.0,6.346153846153846,82.5,False
2014,00-0027888,Toby Gerhart,121,<150,27,14.0,5.8,81.2,5.0,1.94,9.7,False
2023,00-0039139,Jahmyr Gibbs,234,200-249,21,15.0,16.14,242.1,17.0,20.75294117647059,352.8,False
2023,00-0036328,Antonio Gibson,113,<150,25,16.0,7.9625,127.4,17.0,6.076470588235294,103.3,False
2017,00-0030433,Mike Gillislee,105,<150,27,9.0,7.644444444444444,68.8,4.0,1.05,4.2,False
2008,00-0019831,Nick Goings,12,<150,30,5.0,0.82,4.1,0,0.0,0.0,True
2010,00-0027080,Mike Goodson,143,<150,23,15.0,8.68,130.2,0,0.0,0.0,True
2023,00-0037120,Tyler Goodson,19,<150,23,6.0,3.016666666666667,18.1,9.0,4.933333333333334,44.4,False
2003,00-0021209,Lamar Gordon,79,<150,23,9.0,5.522222222222222,49.7,0,0.0,0.0,True
2022,00-0032144,Melvin Gordon,115,<150,29,10.0,8.709999999999999,87.1,4.0,4.925,19.7,False
2019,00-0023500,Frank Gore,179,150-199,36,15.0,6.326666666666667,94.9,15.0,6.680000000000001,100.2,False
2021,00-0034681,Chase Edmonds,159,150-199,25,12.0,11.941666666666668,143.3,13.0,5.707692307692308,74.2,False
2023,00-0034184,Gus Edwards,210,200-249,28,17.0,11.011764705882351,187.2,11.0,5.827272727272727,64.1,False
2021,00-0036360,Clyde Edwards-Helaire,138,<150,22,10.0,11.76,117.6,10.0,9.83,98.3,False
2022,00-0033699,Austin Ekeler,311,300-349,27,17.0,21.84117647058824,371.3,14.0,13.157142857142857,184.2,False
2015,00-0030287,Andre Ellington,60,<150,26,10.0,7.470000000000001,74.7,13.0,2.315384615384616,30.1,False
2022,00-0033045,Ezekiel Elliott,248,200-249,27,15.0,12.386666666666668,185.8,17.0,10.264705882352942,174.5,False
2022,00-0036973,Travis Etienne,255,250-299,23,17.0,12.06470588235294,205.1,17.0,16.63529411764706,282.8,False
2007,00-0022093,Justin Fargas,245,200-249,27,14.0,11.764285714285714,164.7,14.0,7.478571428571429,104.7,False
2008,00-0005091,Kevin Faulk,141,<150,32,15.0,12.881333333333334,193.22,15.0,7.906666666666666,118.6,False
2003,00-0005092,Marshall Faulk,254,250-299,30,11.0,20.163636363636364,221.8,14.0,13.2,184.8,False
2004,00-0020964,Tony Fisher,103,<150,25,16.0,6.52625,104.42,12.0,9.38,112.56,False
2023,00-0033925,D'Onta Foreman,120,<150,27,9.0,10.133333333333333,91.2,10.0,3.26,32.6,False
2014,00-0026373,Justin Forsett,279,250-299,29,16.0,15.44375,247.1,10.0,12.24,122.4,False
2015,00-0026184,Matt Forte,262,250-299,30,13.0,16.515384615384615,214.7,14.0,13.114285714285714,183.6,False
2014,00-0026796,Arian Foster,298,250-299,28,13.0,21.03846153846154,273.5,4.0,19.25,77.0,False
2006,00-0021164,DeShaun Foster,259,250-299,26,14.0,10.828571428571427,151.6,16.0,9.05625,144.9,False
2020,00-0033856,Leonard Fournette,133,<150,25,12.0,11.0,132.0,14.0,18.257142857142856,255.6,False
2020,00-0031285,Devonta Freeman,61,<150,28,5.0,7.2,36.0,16.0,9.1625,146.6,False
2021,00-0034838,Royce Freeman,66,<150,25,11.0,3.145454545454545,34.6,4.0,4.75,19.0,False
2002,00-0005620,Chris Fuamatu-Ma'afala,25,<150,25,6.0,2.45,14.7,9.0,2.4000000000000004,21.6,False
2006,00-0023074,Samkon Gado,73,<150,24,9.0,5.833333333333333,52.5,8.0,7.975,63.8,False
2022,00-0036919,Kenny Gainwell,76,<150,23,17.0,5.170588235294118,87.9,16.0,6.09875,97.58,False
2019,00-0033950,Wayne Gallman,40,<150,25,9.0,5.355555555555556,48.2,14.0,9.757142857142856,136.6,False
2008,00-0024460,Quinton Ganther,15,<150,24,4.0,4.1,16.4,8.0,7.1,56.8,False
2001,00-0005779,Charlie Garner,283,250-299,29,16.0,14.23125,227.7,16.0,21.70625,347.3,False
2001,00-0005816,Olandis Gary,61,<150,26,8.0,4.4625,35.7,9.0,5.944444444444445,53.5,False
2019,00-0035311,Myles Gaskin,43,<150,22,7.0,4.485714285714286,31.4,10.0,16.419999999999998,164.2,False
2002,00-0005883,Eddie George,379,350+,29,16.0,16.3875,262.2,16.0,10.7125,171.4,False
2013,00-0027888,Toby Gerhart,49,<150,26,12.0,5.008333333333334,60.1,14.0,5.8,81.2,False
2022,00-0036328,Antonio Gibson,195,150-199,24,15.0,11.06,165.9,16.0,7.9625,127.4,False
2016,00-0030433,Mike Gillislee,110,<150,26,15.0,8.38,125.7,9.0,7.644444444444444,68.8,False
2005,00-0019831,Nick Goings,51,<150,27,12.0,3.533333333333333,42.4,7.0,4.557142857142857,31.9,False
2009,00-0027080,Mike Goodson,24,<150,22,5.0,1.28,6.4,15.0,8.68,130.2,False
2002,00-0021209,Lamar Gordon,95,<150,22,11.0,8.6,94.6,9.0,5.522222222222222,49.7,False
2021,00-0032144,Melvin Gordon,231,200-249,28,16.0,12.19375,195.1,10.0,8.709999999999999,87.1,False
2018,00-0023500,Frank Gore,168,150-199,35,14.0,7.328571428571428,102.6,15.0,6.326666666666667,94.9,False
2020,00-0034681,Chase Edmonds,150,150-199,24,16.0,10.5,168.0,12.0,11.941666666666668,143.3,False
2022,00-0034184,Gus Edwards,87,<150,27,9.0,6.588888888888889,59.3,17.0,11.011764705882351,187.2,False
2020,00-0036360,Clyde Edwards-Helaire,217,200-249,21,13.0,13.538461538461538,176.0,10.0,11.76,117.6,False
2021,00-0033699,Austin Ekeler,276,250-299,26,16.0,21.5,344.0,17.0,21.84117647058824,371.3,False
2014,00-0030287,Andre Ellington,247,200-249,25,12.0,14.791666666666666,177.5,10.0,7.470000000000001,74.7,False
2021,00-0033045,Ezekiel Elliott,284,250-299,26,17.0,14.78,251.26,15.0,12.386666666666668,185.8,False
2006,00-0022093,Justin Fargas,191,150-199,26,16.0,5.875,94.0,14.0,11.764285714285714,164.7,False
2007,00-0005091,Kevin Faulk,110,<150,31,16.0,7.38125,118.1,15.0,12.881333333333334,193.22,False
2002,00-0005092,Marshall Faulk,292,250-299,29,14.0,20.214285714285715,283.0,11.0,20.163636363636364,221.8,False
2003,00-0020964,Tony Fisher,61,<150,24,13.0,6.123076923076923,79.6,16.0,6.52625,104.42,False
2022,00-0033925,D'Onta Foreman,208,200-249,26,16.0,8.2,131.2,9.0,10.133333333333333,91.2,False
2013,00-0026373,Justin Forsett,21,<150,28,8.0,3.2875,26.3,16.0,15.44375,247.1,False
2014,00-0026184,Matt Forte,368,350+,29,16.0,21.675,346.8,13.0,16.515384615384615,214.7,False
2013,00-0026796,Arian Foster,143,<150,27,8.0,13.5875,108.7,13.0,21.03846153846154,273.5,False
2005,00-0021164,DeShaun Foster,240,200-249,25,15.0,11.693333333333332,175.4,14.0,10.828571428571427,151.6,False
2019,00-0033856,Leonard Fournette,341,300-349,24,15.0,17.28666666666667,259.3,12.0,11.0,132.0,False
2019,00-0031285,Devonta Freeman,243,200-249,27,14.0,14.114285714285714,197.6,5.0,7.2,36.0,False
2020,00-0034838,Royce Freeman,47,<150,24,11.0,3.372727272727273,37.1,11.0,3.145454545454545,34.6,False
2001,00-0005620,Chris Fuamatu-Ma'afala,136,<150,24,13.0,7.538461538461538,98.0,6.0,2.45,14.7,False
2005,00-0023074,Samkon Gado,153,150-199,23,8.0,14.4875,115.9,9.0,5.833333333333333,52.5,False
2021,00-0036919,Kenny Gainwell,101,<150,22,16.0,7.725,123.6,17.0,5.170588235294118,87.9,False
2018,00-0033950,Wayne Gallman,65,<150,24,13.0,3.423076923076923,44.5,9.0,5.355555555555556,48.2,False
2001,00-0005883,Eddie George,352,350+,28,16.0,10.98125,175.7,16.0,16.3875,262.2,False
2012,00-0027888,Toby Gerhart,70,<150,25,15.0,3.6266666666666665,54.4,12.0,5.008333333333334,60.1,False
2021,00-0036328,Antonio Gibson,300,300-349,23,16.0,14.33125,229.3,15.0,11.06,165.9,False
2015,00-0030433,Mike Gillislee,53,<150,25,5.0,10.32,51.6,15.0,8.38,125.7,False
2004,00-0019831,Nick Goings,262,250-299,26,16.0,12.825,205.2,12.0,3.533333333333333,42.4,False
2020,00-0032144,Melvin Gordon,247,200-249,27,15.0,13.226666666666668,198.4,16.0,12.19375,195.1,False
2017,00-0023500,Frank Gore,290,250-299,34,16.0,10.85,173.6,14.0,7.328571428571428,102.6,False
2019,00-0034681,Chase Edmonds,72,<150,23,10.0,8.28,82.8,16.0,10.5,168.0,False
2019,00-0034184,Gus Edwards,140,<150,24,16.0,5.7875,92.6,16.0,8.0125,128.2,False
2020,00-0033699,Austin Ekeler,170,150-199,25,10.0,16.53,165.3,16.0,21.5,344.0,False
2013,00-0030287,Andre Ellington,157,150-199,24,15.0,11.02,165.3,12.0,14.791666666666666,177.5,False
2020,00-0033045,Ezekiel Elliott,296,250-299,25,15.0,14.913333333333332,223.7,17.0,14.78,251.26,False
2005,00-0022093,Justin Fargas,6,<150,25,4.0,1.175,4.7,16.0,5.875,94.0,False
2006,00-0005091,Kevin Faulk,68,<150,30,15.0,7.260000000000001,108.9,16.0,7.38125,118.1,False
2001,00-0005092,Marshall Faulk,343,300-349,28,14.0,29.99285714285714,419.9,14.0,20.214285714285715,283.0,False
2002,00-0020964,Tony Fisher,88,<150,23,10.0,6.33,63.3,13.0,6.123076923076923,79.6,False
2021,00-0033925,D'Onta Foreman,142,<150,25,9.0,10.433333333333334,93.9,16.0,8.2,131.2,False
2012,00-0026373,Justin Forsett,66,<150,27,11.0,4.563636363636364,50.2,8.0,3.2875,26.3,False
2013,00-0026184,Matt Forte,363,350+,28,16.0,21.09375,337.5,16.0,21.675,346.8,False
2012,00-0026796,Arian Foster,391,350+,26,16.0,18.88125,302.1,8.0,13.5875,108.7,False
2004,00-0021164,DeShaun Foster,68,<150,24,4.0,13.275,53.1,15.0,11.693333333333332,175.4,False
2018,00-0033856,Leonard Fournette,155,150-199,23,8.0,15.05,120.4,15.0,17.28666666666667,259.3,False
2016,00-0031285,Devonta Freeman,281,250-299,24,16.0,17.75625,284.1,14.0,14.3,200.2,False
2019,00-0034838,Royce Freeman,175,150-199,23,16.0,8.8875,142.2,11.0,3.372727272727273,37.1,False
2017,00-0033950,Wayne Gallman,145,<150,23,13.0,8.069230769230769,104.9,13.0,3.423076923076923,44.5,False
2011,00-0027888,Toby Gerhart,132,<150,24,15.0,7.939999999999999,119.1,15.0,3.6266666666666665,54.4,False
2020,00-0036328,Antonio Gibson,206,200-249,22,14.0,14.44285714285714,202.2,16.0,14.33125,229.3,False
2003,00-0019831,Nick Goings,22,<150,25,9.0,4.199999999999999,37.8,16.0,12.825,205.2,False
2019,00-0032144,Melvin Gordon,204,200-249,26,12.0,15.066666666666668,180.8,15.0,13.226666666666668,198.4,False
2016,00-0023500,Frank Gore,301,300-349,33,16.0,13.3875,214.2,16.0,10.85,173.6,False
2018,00-0034681,Chase Edmonds,80,<150,22,16.0,3.94375,63.1,10.0,8.28,82.8,False
2018,00-0034184,Gus Edwards,139,<150,23,11.0,8.181818181818182,90.0,16.0,5.7875,92.6,False
2019,00-0033699,Austin Ekeler,224,200-249,24,16.0,19.3125,309.0,10.0,16.53,165.3,False
2019,00-0033045,Ezekiel Elliott,355,350+,24,16.0,19.48125,311.7,15.0,14.913333333333332,223.7,False
2004,00-0022093,Justin Fargas,46,<150,24,10.0,3.44,34.4,4.0,1.175,4.7,False
2005,00-0005091,Kevin Faulk,80,<150,29,8.0,8.175,65.4,15.0,7.260000000000001,108.9,False
2020,00-0033925,D'Onta Foreman,23,<150,24,5.0,3.4,17.0,9.0,10.433333333333334,93.9,False
2011,00-0026373,Justin Forsett,69,<150,26,16.0,3.51875,56.3,11.0,4.563636363636364,50.2,False
2012,00-0026184,Matt Forte,292,250-299,27,15.0,14.76,221.4,16.0,21.09375,337.5,False
2011,00-0026796,Arian Foster,331,300-349,25,13.0,23.315384615384616,303.1,16.0,18.88125,302.1,False
2003,00-0021164,DeShaun Foster,139,<150,23,14.0,6.828571428571428,95.6,4.0,13.275,53.1,False
2017,00-0033856,Leonard Fournette,304,300-349,22,13.0,17.707692307692305,230.2,8.0,15.05,120.4,False
2015,00-0031285,Devonta Freeman,338,300-349,23,15.0,21.09333333333333,316.4,16.0,17.75625,284.1,False
2018,00-0034838,Royce Freeman,144,<150,22,14.0,7.235714285714286,101.3,16.0,8.8875,142.2,False
2010,00-0027888,Toby Gerhart,102,<150,23,15.0,4.66,69.9,15.0,7.939999999999999,119.1,False
2002,00-0019831,Nick Goings,68,<150,24,13.0,3.5461538461538464,46.1,9.0,4.199999999999999,37.8,False
2018,00-0032144,Melvin Gordon,225,200-249,25,12.0,22.975,275.7,12.0,15.066666666666668,180.8,False
2015,00-0023500,Frank Gore,294,250-299,32,16.0,12.0875,193.4,16.0,13.3875,214.2,False
2018,00-0033699,Austin Ekeler,145,<150,23,14.0,12.05714285714286,168.8,16.0,19.3125,309.0,False
2018,00-0033045,Ezekiel Elliott,381,350+,23,15.0,21.94,329.1,16.0,19.48125,311.7,False
2003,00-0022093,Justin Fargas,42,<150,23,9.0,2.2777777777777777,20.5,10.0,3.44,34.4,False
2004,00-0005091,Kevin Faulk,80,<150,28,11.0,8.39090909090909,92.3,8.0,8.175,65.4,False
2010,00-0026373,Justin Forsett,151,150-199,25,16.0,7.6375,122.2,16.0,3.51875,56.3,False
2011,00-0026184,Matt Forte,255,250-299,26,12.0,18.391666666666666,220.7,15.0,14.76,221.4,False
2010,00-0026796,Arian Foster,392,350+,24,16.0,24.4875,391.8,13.0,23.315384615384616,303.1,False
2014,00-0031285,Devonta Freeman,95,<150,22,16.0,5.45625,87.3,15.0,21.09333333333333,316.4,False
2001,00-0019831,Nick Goings,74,<150,23,8.0,3.95,31.6,13.0,3.5461538461538464,46.1,False
2017,00-0032144,Melvin Gordon,342,300-349,24,16.0,18.00625,288.1,12.0,22.975,275.7,False
2014,00-0023500,Frank Gore,266,250-299,31,16.0,9.91875,158.7,16.0,12.0875,193.4,False
2017,00-0033699,Austin Ekeler,74,<150,22,13.0,8.223076923076924,106.9,14.0,12.05714285714286,168.8,False
2017,00-0033045,Ezekiel Elliott,268,250-299,22,10.0,20.12,201.2,15.0,21.94,329.1,False
2003,00-0005091,Kevin Faulk,226,200-249,27,15.0,9.813333333333333,147.2,11.0,8.39090909090909,92.3,False
2009,00-0026373,Justin Forsett,155,150-199,24,16.0,10.36875,165.9,16.0,7.6375,122.2,False
2010,00-0026184,Matt Forte,288,250-299,25,16.0,16.5375,264.6,12.0,18.391666666666666,220.7,False
2009,00-0026796,Arian Foster,62,<150,23,4.0,14.75,59.0,16.0,24.4875,391.8,False
2016,00-0032144,Melvin Gordon,295,250-299,23,13.0,19.27692307692308,250.6,16.0,18.00625,288.1,False
2013,00-0023500,Frank Gore,292,250-299,30,16.0,11.93125,190.9,16.0,9.91875,158.7,False
2016,00-0033045,Ezekiel Elliott,354,350+,21,15.0,21.69333333333333,325.4,10.0,20.12,201.2,False
2002,00-0005091,Kevin Faulk,89,<150,26,15.0,9.466666666666669,142.0,15.0,9.813333333333333,147.2,False
2009,00-0026184,Matt Forte,315,300-349,24,16.0,13.5625,217.0,16.0,16.5375,264.6,False
2015,00-0032144,Melvin Gordon,217,200-249,22,14.0,7.735714285714286,108.3,13.0,19.27692307692308,250.6,False
2012,00-0023500,Frank Gore,286,250-299,29,16.0,14.05,224.8,16.0,11.93125,190.9,False
2001,00-0005091,Kevin Faulk,71,<150,25,15.0,5.514666666666667,82.72,15.0,9.466666666666669,142.0,False
2008,00-0026184,Matt Forte,379,350+,23,16.0,19.09375,305.5,16.0,13.5625,217.0,False
2011,00-0023500,Frank Gore,299,250-299,28,16.0,12.09375,193.5,16.0,14.05,224.8,False
2010,00-0023500,Frank Gore,249,200-249,27,11.0,18.40909090909091,202.5,16.0,12.09375,193.5,False
2009,00-0023500,Frank Gore,281,250-299,26,14.0,19.9,278.6,11.0,18.40909090909091,202.5,False
2008,00-0023500,Frank Gore,283,250-299,25,14.0,16.27857142857143,227.9,14.0,19.9,278.6,False
2007,00-0023500,Frank Gore,313,300-349,24,15.0,15.786666666666669,236.8,14.0,16.27857142857143,227.9,False
2006,00-0023500,Frank Gore,374,350+,23,16.0,20.0625,321.0,15.0,15.786666666666669,236.8,False
2005,00-0023500,Frank Gore,142,<150,22,14.0,7.35,102.9,16.0,20.0625,321.0,False
2011,00-0021755,Earnest Graham,63,<150,31,7.0,8.957142857142857,62.7,0,0.0,0.0,True
2001,00-0006208,Jay Graham,13,<150,26,4.0,1.475,5.9,0,0.0,0.0,True
2012,00-0022984,Ryan Grant,33,<150,30,5.0,5.5200000000000005,27.6,0,0.0,0.0,True
2018,00-0031731,Corey Grant,22,<150,27,5.0,3.94,19.7,0,0.0,0.0,True
2013,00-0029298,Cyrus Gray,16,<150,24,8.0,1.75,14.0,0,0.0,0.0,True
2024,00-0038396,Eric Gray,24,<150,25,10.0,1.93,19.3,0,0.0,0.0,True
2015,00-0029104,Jonas Gray,52,<150,25,7.0,4.6000000000000005,32.2,0,0.0,0.0,True
2009,00-0006305,Ahman Green,44,<150,32,7.0,3.8285714285714287,26.8,0,0.0,0.0,True
