season,team,games,total_points,ppg,plays,total_epa,mean_epa,total_yards,games_est,yards_per_game,epa_per_play,epa_rank,epa_per_play_pctile,ppg_rank,ppg_pctile,ypg_rank,yards_per_game_pctile
2013,CLE,16,308.0,19.25,1103,-82.2333692983075,-0.0745542786022733,5436.0,16,339.75,-0.0745542786022733,26,0.21875,27,0.1875,19,0.4375
2013,DAL,16,439.0,27.4375,987,59.05821243944956,0.0598360814989357,5469.0,16,341.8125,0.0598360814989357,8,0.78125,5,0.875,16,0.53125
2013,DEN,16,606.0,37.875,1183,241.5023759228532,0.204144020222192,7341.0,16,458.8125,0.204144020222192,1,1.0,1,1.0,1,1.0
2013,DET,16,395.0,24.6875,1122,-5.363508654979654,-0.0047803107441886,6293.0,16,393.3125,-0.0047803107441886,18,0.46875,13,0.625,6,0.84375
2013,GB,16,417.0,26.0625,1106,75.83515034234802,0.0685670437091754,6419.0,16,401.1875,0.0685670437091754,6,0.84375,8,0.765625,3,0.9375
2013,HOU,16,276.0,17.25,1118,-121.3336639979562,-0.1085274275473669,5559.0,16,347.4375,-0.1085274275473669,30,0.09375,31,0.0625,12,0.65625
2013,IND,16,391.0,24.4375,1055,51.78983888096939,0.0490898946739046,5491.0,16,343.1875,0.0490898946739046,11,0.6875,14,0.578125,15,0.5625
2013,JAX,16,247.0,15.4375,1059,-166.80451069998452,-0.1575113415486161,4704.0,16,294.0,-0.1575113415486161,32,0.03125,32,0.03125,31,0.0625
2013,KC,16,430.0,26.875,1056,23.9132022636112,0.0226450779011469,5412.0,16,338.25,0.0226450779011469,14,0.59375,6,0.828125,21,0.375
2013,LA,16,348.0,21.75,992,-61.28091891080511,-0.0617751198697632,4897.0,16,306.0625,-0.0617751198697632,24,0.28125,21,0.375,30,0.09375
2013,LAC,16,396.0,24.75,1106,156.41355124899036,0.141422740731456,6299.0,16,393.6875,0.141422740731456,2,0.96875,12,0.65625,5,0.875
2013,LV,16,322.0,20.125,1030,-58.44822937730787,-0.0567458537643765,5348.0,16,334.25,-0.0567458537643765,22,0.34375,24,0.28125,23,0.3125
2013,MIA,16,317.0,19.8125,1016,-41.543827633334814,-0.040889594127298,5014.0,16,313.375,-0.040889594127298,21,0.375,26,0.21875,27,0.1875
2013,MIN,16,391.0,24.4375,1033,-18.6282215636178,-0.0180331283287684,5516.0,16,344.75,-0.0180331283287684,19,0.4375,14,0.578125,13,0.625
2013,NE,16,444.0,27.75,1176,73.31365754092295,0.0623415455279957,6175.0,16,385.9375,0.0623415455279957,7,0.8125,3,0.9375,7,0.8125
2013,NO,16,414.0,25.875,1103,125.31604396461827,0.1136138204574961,6414.0,16,400.875,0.1136138204574961,3,0.9375,10,0.71875,4,0.90625
2013,NYG,16,294.0,18.375,1019,-143.4218079837446,-0.140747603516923,4932.0,16,308.25,-0.140747603516923,31,0.0625,28,0.15625,28,0.15625
2013,NYJ,16,290.0,18.125,1043,-109.16340584334316,-0.1046629010962062,5096.0,16,318.5,-0.1046629010962062,29,0.125,29,0.125,25,0.25
2013,PHI,16,442.0,27.625,1084,106.17184849818796,0.0979445096846752,6702.0,16,418.875,0.0979445096846752,4,0.90625,4,0.90625,2,0.96875
2013,PIT,16,379.0,23.6875,1037,-1.379516794954987,-0.0013302958485583,5414.0,16,338.375,-0.0013302958485583,17,0.5,16,0.515625,20,0.40625
2013,SEA,16,417.0,26.0625,994,57.6466448800586,0.0579946125553909,5446.0,16,340.375,0.0579946125553909,9,0.75,8,0.765625,17,0.5
2013,SF,16,406.0,25.375,975,33.18628021651193,0.0340372104784737,5195.0,16,324.6875,0.0340372104784737,12,0.65625,11,0.6875,24,0.28125
2013,TB,16,288.0,18.0,1031,-91.44588605961084,-0.0886963007367709,4465.0,16,279.0625,-0.0886963007367709,27,0.1875,30,0.09375,32,0.03125
2013,TEN,16,362.0,22.625,1063,21.58757285645944,0.020308158848974,5402.0,16,337.625,0.020308158848974,15,0.5625,19,0.4375,22,0.34375
2013,WAS,16,334.0,20.875,1140,-66.3259212515831,-0.0581806326768272,5922.0,16,370.125,-0.0581806326768272,23,0.3125,23,0.3125,9,0.75
2014,ARI,16,310.0,19.375,1042,-25.58077590364505,-0.0245496889670298,5138.0,16,321.125,-0.0245496889670298,19,0.4375,24,0.28125,24,0.28125
2014,ATL,16,381.0,23.8125,1072,7.445049427734922,0.0069450087945288,6057.0,16,378.5625,0.0069450087945288,13,0.625,12,0.65625,8,0.78125
2014,BAL,16,409.0,25.5625,1052,70.32676814307082,0.0668505400599532,5858.0,16,366.125,0.0668505400599532,7,0.8125,8,0.78125,12,0.65625
2014,BUF,16,343.0,21.4375,1047,-77.74833894803004,-0.0742582033887584,5116.0,16,319.75,-0.0742582033887584,26,0.21875,18,0.46875,25,0.25
2014,CAR,16,339.0,21.1875,1093,-7.364096681066703,-0.006737508399878,5557.0,16,347.3125,-0.006737508399878,15,0.5625,19,0.4375,16,0.53125
2014,CHI,16,319.0,19.9375,1048,-52.14341838719015,-0.0497551702167844,5256.0,16,328.5,-0.0497551702167844,23,0.3125,23,0.3125,20,0.40625
2014,CIN,16,365.0,22.8125,1053,-18.57055250498028,-0.0176358523314152,5585.0,16,349.0625,-0.0176358523314152,18,0.46875,15,0.5625,15,0.5625
2014,CLE,16,299.0,18.6875,1047,-74.31504717042107,-0.0709790326365053,5199.0,16,324.9375,-0.0709790326365053,25,0.25,27,0.1875,23,0.3125
2014,DAL,16,467.0,29.1875,1045,122.68967127946844,0.1174063839994913,6153.0,16,384.5625,0.1174063839994913,3,0.9375,5,0.875,7,0.8125
2014,DEN,16,482.0,30.125,1109,94.40232663260774,0.0851238292449123,6470.0,16,404.375,0.0851238292449123,6,0.84375,2,0.96875,4,0.90625
2014,DET,16,321.0,20.0625,1074,-7.467572824785229,-0.0069530473228912,5472.0,16,342.0,-0.0069530473228912,16,0.53125,22,0.34375,18,0.46875
2014,GB,16,486.0,30.375,1030,145.99691928411443,0.1417445818292373,6204.0,16,387.75,0.1417445818292373,1,1.0,1,1.0,6,0.84375
2014,HOU,16,372.0,23.25,1092,-34.35505769654309,-0.0314606755462848,5534.0,16,345.875,-0.0314606755462848,22,0.34375,14,0.59375,17,0.5
