coach,qb_id,qb_name,n_with,raw_with,resid_with,n_elsewhere,raw_elsewhere,resid_elsewhere,raw_delta,resid_delta
Doug Marrone,00-0023541,Kyle Orton,1,0.21875,-0.3006094208211144,4,0.28125,-0.19682919908685403,-0.0625,-0.10378022173426038
Doug Marrone,00-0030520,Mike Glennon,1,0.1875,-0.397900182592818,1,0.1875,-0.1323464427750773,0.0,-0.2655537398177407
Doug Marrone,00-0031407,Blake Bortles,3,0.34375,-0.18146473642241756,2,0.171875,-0.2164654468315401,0.171875,0.03500071040912253
Doug Marrone,00-0035289,Gardner Minshew,1,0.28125,-0.0385964427750773,2,0.296875,-0.2355352919935427,-0.015625,0.19693884921846538
Doug Pederson,00-0023436,Alex Smith,3,0.6979166666666666,0.1518978057810456,11,0.3806818181818182,-0.14324246304345492,0.31723484848484845,0.2951402688245005
Doug Pederson,00-0032950,Carson Wentz,5,0.4875,0.017034979413933393,1,0.625,0.1050759013282732,-0.1375,-0.0880409219143398
Doug Pederson,00-0036971,Trevor Lawrence,3,0.5520833333333334,0.05622260838670107,2,0.375,-0.05737146404521805,0.17708333333333337,0.11359407243191912
Dowell Loggains,00-0023682,Ryan Fitzpatrick,1,0.5625,-0.0016216690042075,9,0.3125,-0.22718247355133606,0.25,0.22556080454712857
Dowell Loggains,00-0029701,Ryan Tannehill,1,0.15625,-0.4130040322580645,9,0.5416666666666666,0.03324645909110954,-0.38541666666666663,-0.44625049134917405
Dowell Loggains,00-0033869,Mitch Trubisky,1,0.15625,-0.1635964427750773,3,0.3645833333333333,-0.13127739161329893,-0.20833333333333331,-0.032319051161778356
Dowell Loggains,00-0034869,Sam Darnold,2,0.03125,-0.4487162026273217,4,0.3671875,-0.13335010680280332,-0.3359375,-0.31536609582451836
Drew Petzing,00-0033119,Jacoby Brissett,1,0.28125,-0.2381094208211144,3,0.4583333333333333,-0.05957941757710697,-0.17708333333333331,-0.17853000324400742
Drew Petzing,00-0035228,Kyler Murray,1,0.71875,0.1988259013282732,4,0.5390625,0.08720534559625646,0.1796875,0.11162055573201675
Eddie Faulkner,00-0038102,Kenny Pickett,1,0.3125,-0.1443344508880029,1,0.65625,0.3364035572249226,-0.34375,-0.4807380081129255
Edgar Bennett,00-0023459,Aaron Rodgers,2,0.75,0.2317700097512123,14,0.8058035714285714,0.2232598278940885,-0.0558035714285714,0.008510181857123822
Emmitt Thomas,00-0021141,Joey Harrington,1,0.0625,-0.4574240986717267,5,0.19375,-0.27671502058606656,-0.13125,-0.1807090780856601
Eric Bieniemy,00-0033873,Patrick Mahomes,5,0.975,0.4645194482346035,3,0.7083333333333334,0.13540803871496998,0.2666666666666666,0.3291114095196335
Eric Mangini,00-0005106,Brett Favre,1,0.625,0.0223214285714286,10,0.6484879032258064,0.0625124046441646,-0.023487903225806406,-0.040190976072736
Eric Mangini,00-0019559,Chad Pennington,2,0.453125,-0.1242021074254412,4,0.75,0.2150585304321349,-0.296875,-0.3392606378575761
Eric Mangini,00-0027688,Colt McCoy,1,0.28125,-0.0385964427750773,1,0.21875,-0.2380844508880029,0.0625,0.1994880081129256
Eric Studesville,00-0036212,Tua Tagovailoa,1,0.34375,-0.1130844508880029,5,0.55625,0.07316704985718864,-0.21250000000000002,-0.18625150074519153
Frank Reich,00-0022942,Philip Rivers,3,0.6041666666666666,0.0211800065008082,12,0.8098958333333334,0.25406826135170174,-0.20572916666666674,-0.23288825485089354
Frank Reich,00-0029668,Andrew Luck,1,0.71875,0.1494959677419355,4,0.6796875,0.2235186666637301,0.0390625,-0.07402269892179461
Frank Reich,00-0032950,Carson Wentz,3,0.6145833333333334,0.18238166922173096,3,0.40625,-0.11896473642241757,0.20833333333333337,0.30134640564414855
Frank Reich,00-0033119,Jacoby Brissett,1,0.53125,0.0036002304147465,3,0.375,-0.14014930132239392,0.15625,0.14374953173714042
Frank Reich; fired on November 27,00-0039150,Bryce Young,1,0.125,-0.1948464427750773,1,0.21875,-0.2843479543666405,-0.09375,0.08950151159156322
Frank Smith,00-0036212,Tua Tagovailoa,4,0.578125,0.05423292301525513,2,0.40625,0.017909553168459852,0.171875,0.03632336984679528
Freddie Kitchens,00-0034855,Baker Mayfield,2,0.390625,0.002284553168459852,5,0.6375,0.09643479250509937,-0.24687499999999996,-0.09415023933663952
Freddie Kitchens,00-0035710,Daniel Jones,1,0.03125,-0.4718479543666405,6,0.3541666666666667,-0.13556754658224726,-0.3229166666666667,-0.3362804077843933
Gary Kubiak,00-0006423,Brian Griese,2,0.6950604838709677,0.1587873564206617,2,0.5599798387096775,0.023803845397324913,0.13508064516129026,0.13498351102333678
Gary Kubiak,00-0010346,Peyton Manning,1,0.25,-0.3526785714285714,14,0.928067396313364,0.3632047490786531,-0.678067396313364,-0.7158833205072245
Gary Kubiak,00-0013042,Jake Plummer,3,0.8229166666666666,0.24999137204830327,4,0.38911290322580644,-0.1388445403725569,0.4338037634408602,0.38883591242086013
Gary Kubiak,00-0020608,David Carr,1,0.40625,-0.1386464853153587,4,0.2890625,-0.16279465440374355,0.1171875,0.024148169088384852
Gary Kubiak,00-0026158,Joe Flacco,1,0.8125,0.2432459677419355,12,0.4401041666666667,-0.08407003787648126,0.3723958333333333,0.3273160056184168
Gary Kubiak,00-0029604,Kirk Cousins,1,0.71875,0.1546283309957924,9,0.5555555555555556,0.012827625062889638,0.16319444444444442,0.14180070593290275
Gary Kubiak,00-0032156,Trevor Siemian,1,0.1875,-0.2693344508880029,1,0.125,-0.3780979543666405,0.0625,0.10876350347863761
Geep Chryst,00-0027948,Blaine Gabbert,1,0.09375,-0.4511464853153587,2,0.078125,-0.3102154468315401,0.015625,-0.1409310384838186
George Godsey,00-0026625,Brian Hoyer,1,0.3125,-0.2567540322580645,2,0.390625,-0.1513978838379671,-0.078125,-0.10535614842009738
George Godsey,00-0036212,Tua Tagovailoa,1,0.34375,-0.1130844508880029,5,0.55625,0.07316704985718864,-0.21250000000000002,-0.18625150074519153
George Sefcik,00-0002876,Chris Chandler,1,0.3870967741935484,-0.123717008797654,1,0.064516129032258,-0.517091275659824,0.32258064516129037,0.39337426686217003
Giff Smith,00-0036355,Justin Herbert,1,0.28125,-0.2463997695852534,5,0.59375,0.12483011359663872,-0.3125,-0.3712298831818921
Gil Haskell,00-0007091,Matt Hasselbeck,5,0.6919354838709678,0.14203076230957093,6,0.4166666666666667,-0.1492313281961238,0.27526881720430113,0.29126209050569474
Grant Udinski,00-0034869,Sam Darnold,1,0.59375,0.0244959677419355,5,0.1875,-0.29106576004155843,0.40625,0.31556172778349395
Grant Udinski,00-0036971,Trevor Lawrence,1,0.59375,0.0488535146846412,4,0.453125,0.0012678455962564783,0.140625,0.04758566908838472
Greg Knapp,00-0005755,Jeff Garcia,3,0.8746639784946236,0.349449242072206,4,0.514616935483871,-0.00044297436239192425,0.36004704301075263,0.34989221643459795
Greg Knapp,00-0007091,Matt Hasselbeck,1,0.25,-0.3045754928315412,10,0.5709677419354839,0.0119341335202653,-0.32096774193548394,-0.31650962635180646
Greg Knapp,00-0020245,Michael Vick,3,0.4791666666666667,-0.051656784524112966,4,0.6640625,0.16089903694832686,-0.18489583333333331,-0.21255582147243982
Greg Knapp,00-0021206,Josh McCown,1,0.25,-0.2699240986717267,4,0.2109375,-0.3603442283277305,0.0390625,0.09042012965600382
Greg Knapp,00-0021429,Carson Palmer,1,0.25,-0.2693594208211144,11,0.5710227272727273,0.029890953023155906,-0.3210227272727273,-0.29925037384427033
Greg Knapp,00-0025388,JaMarcus Russell,1,0.15625,-0.3005844508880029,1,0.0625,-0.4405979543666405,0.09375,0.1400135034786376
Greg Olson,00-0019599,Marc Bulger,2,0.4375,-0.10708906546489563,6,0.375,-0.15533341862538022,0.0625,0.04824435316048459
Greg Olson,00-0026993,Josh Freeman,3,0.3645833333333333,-0.0620096160099069,1,0.5625,0.0348502304147465,-0.19791666666666669,-0.0968598464246534
Greg Olson,00-0030565,Geno Smith,1,0.03125,-0.550357404692082,5,0.41875,-0.04775005899635399,-0.3875,-0.5026073456957281
Greg Olson,00-0031280,Derek Carr,5,0.4,-0.10786424832260906,6,0.4791666666666667,-0.041773126249459995,-0.07916666666666666,-0.06609112207314907
Greg Olson,00-0031407,Blake Bortles,2,0.25,-0.2299662026273217,3,0.2916666666666667,-0.17246423255856316,-0.041666666666666685,-0.05750197006875854
Greg Roman,00-0023436,Alex Smith,2,0.703125,0.12579789257455878,12,0.40625,-0.11429745510699878,0.296875,0.24009534768155755
Greg Roman,00-0026158,Joe Flacco,1,0.5625,0.0079245071684588,12,0.4609375,-0.06445991616202486,0.1015625,0.07238442333048366
Greg Roman,00-0027974,Colin Kaepernick,2,0.53125,0.015876138024053042,1,0.0625,-0.4574240986717267,0.46875,0.4733002366957797
Greg Roman,00-0028118,Tyrod Taylor,1,0.6875,0.1426035146846412,3,0.40625,-0.14154214104996835,0.28125,0.28414565573460954
Greg Roman,00-0034796,Lamar Jackson,4,0.703125,0.1950053349611861,3,0.8020833333333334,0.24389056215913027,-0.09895833333333337,-0.048885227197944164
Greg Roman,00-0036355,Justin Herbert,2,0.484375,-0.04803529199354275,4,0.5703125,0.11845534559625644,-0.0859375,-0.16649063758979918
Greg Schiano,00-0026993,Josh Freeman,1,0.5625,0.0348502304147465,3,0.3645833333333333,-0.0620096160099069,0.19791666666666669,0.0968598464246534
Greg Schiano,00-0030520,Mike Glennon,1,0.1875,-0.1323464427750773,1,0.1875,-0.397900182592818,0.0,0.2655537398177407
Gregg Williams,00-0001361,Drew Bledsoe,1,0.71875,0.1993905791788855,4,0.29889112903225806,-0.25197576291336077,0.41985887096774194,0.45136634209224624
Gregg Williams,00-0008612,Rob Johnson,1,0.3225806451612903,-0.2466733870967741,1,0.3548387096774194,-0.1650853889943073,-0.03225806451612906,-0.08158799810246681
Gus Bradley,00-0026197,Chad Henne,1,0.03125,-0.4886740986717267,2,0.421875,-0.0580912026273217,-0.390625,-0.430582896044405
Gus Bradley,00-0031407,Blake Bortles,3,0.1875,-0.23909294934324024,2,0.40625,-0.13002312745030611,-0.21875,-0.10906982189293413
Hal Hunter,00-0022942,Philip Rivers,1,0.3125,-0.2516216690042075,14,0.8013392857142857,0.24028434462336096,-0.4888392857142857,-0.4919060136275685
Harold Goodwin,00-0021429,Carson Palmer,4,0.4765625,-0.07373624318373483,8,0.578125,0.04429825439606749,-0.1015625,-0.1180344975798023
Herm Edwards,00-0006355,Trent Green,1,0.65625,0.1454362170087976,5,0.942741935483871,0.40243224048087506,-0.286491935483871,-0.25699602347207745
Herman Edwards,00-0016193,Vinny Testaverde,1,0.5483870967741935,-0.0058111954459203,3,0.32627688172043007,-0.25408862530838333,0.22211021505376344,0.24827742986246304
Herman Edwards,00-0019559,Chad Pennington,3,0.7291666666666666,0.20395193024424907,3,0.5729166666666666,-8.62795169666771e-06,0.15625,0.20396055819594575
Hue Jackson,00-0021141,Joey Harrington,1,0.0625,-0.4574240986717267,5,0.19375,-0.27671502058606656,-0.13125,-0.1807090780856601
Hue Jackson,00-0021429,Carson Palmer,1,0.59375,0.0296283309957924,11,0.5397727272727273,0.0027102483125280297,0.05397727272727271,0.02691808268326437
Hue Jackson,00-0023460,Jason Campbell,1,0.53125,0.0113259013282732,4,0.359375,-0.17556646956786504,0.171875,0.18689237089613825
Hue Jackson,00-0027973,Andy Dalton,2,0.65625,0.11997687254969394,10,0.4125,-0.09055365220348886,0.24375000000000002,0.2105305247531828
Hue Jackson,00-0034855,Baker Mayfield,1,0.40625,0.0864035572249226,6,0.59375,0.06672325193958233,-0.1875,0.019680305285340274
Jack Del Rio,00-0021231,David Garrard,4,0.71875,0.1651643911039722,1,0.53125,-0.0380040322580644,0.1875,0.2031684233620366
Jack Del Rio,00-0027948,Blaine Gabbert,1,0.0625,-0.2573464427750773,2,0.09375,-0.4071154681016808,-0.03125,0.14976902532660352
Jack Del Rio,00-0031280,Derek Carr,3,0.5208333333333334,0.024972608386701067,8,0.4140625,-0.10810972803373856,0.10677083333333337,0.13308233642043962
Jason Garrett,00-0009311,Jon Kitna,1,0.59375,0.0829362170087976,6,0.39432123655913975,-0.14495531335470335,0.19942876344086025,0.22789153036350096
Jason Garrett,00-0021678,Tony Romo,5,0.79375,0.2559109794838076,3,0.7604166666666666,0.22959321547588704,0.033333333333333326,0.026317764007920547
Jason Garrett,00-0023662,Matt Cassel,1,0.21875,-0.3358254928315412,5,0.4125,-0.1369249136846443,-0.19374999999999998,-0.19890057914689688
Jason Garrett,00-0033077,Dak Prescott,4,0.7421875,0.2903303455962564,5,0.70625,0.15463811933041374,0.035937499999999956,0.13569222626584268
Jason Garrett,00-0035710,Daniel Jones,1,0.09375,-0.3630844508880029,6,0.34375,-0.1536947971620202,-0.25,-0.2093896537259827
Jason Garrett (fired after week 11),00-0035710,Daniel Jones,1,0.03125,-0.4718479543666405,6,0.3541666666666667,-0.13556754658224726,-0.3229166666666667,-0.3362804077843933
Jason Michael,00-0032268,Marcus Mariota,1,0.0625,-0.2573464427750773,4,0.421875,-0.0963705893581787,-0.359375,-0.16097585341689857
Jay Gruden,00-0023436,Alex Smith,1,0.21875,-0.2920637829912024,13,0.46634615384615385,-0.06368537639566657,-0.24759615384615385,-0.22837840659553582
Jay Gruden,00-0027973,Andy Dalton,3,0.5416666666666666,0.11507371732342636,9,0.4236111111111111,-0.11231154765619775,0.11805555555555552,0.2273852649796241
Jay Gruden,00-0028986,Case Keenum,1,0.09375,-0.491650182592818,3,0.375,-0.1696915387483833,-0.28125,-0.32195864384443473
Jay Gruden,00-0029604,Kirk Cousins,3,0.65625,0.12542654880922036,7,0.5357142857142857,-0.015171812837980272,0.1205357142857143,0.14059836164720063
Jay Gruden,00-0029665,Robert Griffin,1,0.28125,-0.2218479543666405,2,0.640625,0.2522845531684599,-0.359375,-0.4741325075351004
Jay Gruden,00-0030520,Mike Glennon,1,0.1875,-0.397900182592818,1,0.1875,-0.1323464427750773,0.0,-0.2655537398177407
Jedd Fisch,00-0026197,Chad Henne,1,0.03125,-0.4886740986717267,2,0.421875,-0.0580912026273217,-0.390625,-0.430582896044405
Jedd Fisch,00-0031407,Blake Bortles,1,0.0625,-0.2573464427750773,4,0.328125,-0.1799946650388139,-0.265625,-0.0773517777362634
Jedd Fisch,00-0033106,Jared Goff,1,0.4375,-0.0901497695852534,8,0.7109375,0.17807646326025833,-0.2734375,-0.2682262328455117
Jeff Davidson,00-0004161,Jake Delhomme,2,0.5625,0.04427000975121235,4,0.5234375,-0.0362374956317042,0.0390625,0.08050750538291654
Jeff Davidson,00-0016193,Vinny Testaverde,1,0.28125,-0.3463541666666666,3,0.41532258064516125,-0.14057430156813455,-0.13407258064516125,-0.20577986509853202
Jeff Fisher,00-0027854,Sam Bradford,1,0.375,-0.1280979543666405,4,0.2265625,-0.23990225614821784,0.1484375,0.11180430178157733
Jeff Fisher (Fired Week 14),00-0028986,Case Keenum,1,0.03125,-0.5136464853153587,3,0.3958333333333333,-0.16235943784086973,-0.3645833333333333,-0.351287047474489
Jeff Jagodzinski,00-0005106,Brett Favre,1,0.375,-0.314607771260997,10,0.6734879032258064,0.09620532462740715,-0.29848790322580643,-0.41081309588840415
Jeff Nixon,00-0034869,Sam Darnold,1,0.09375,-0.4338997695852534,5,0.2875,-0.1993866125761207,-0.19374999999999998,-0.2345131570091327
Jeff Saturday,00-0026143,Matt Ryan,1,0.0625,-0.4916982922201138,14,0.6629464285714286,0.14585602325291971,-0.6004464285714286,-0.6375543154730335
Jeff Tedford,00-0021206,Josh McCown,1,0.15625,-0.425357404692082,4,0.234375,-0.32148590182264164,-0.078125,-0.10387150286944036
Jeff Ulbrich,00-0023459,Aaron Rodgers,1,0.5,-0.1276041666666666,15,0.81875,0.24778545177908867,-0.31875,-0.37538961844575525
Jeremy Bates,00-0007091,Matt Hasselbeck,1,0.09375,-0.3881344876660341,10,0.5865927419354839,0.020290033003714604,-0.49284274193548394,-0.4084245206697487
Jeremy Bates,00-0034869,Sam Darnold,1,0.125,-0.1948464427750773,5,0.28125,-0.24719727793815588,-0.15625,0.05235083516307859
Jerod Mayo,00-0039851,Drake Maye,1,0.1875,-0.1323464427750773,1,1.0,0.5431655491119971,-0.8125,-0.6755119918870744
Jerry Rosburg,00-0029263,Russell Wilson,1,0.1875,-0.3670754928315412,12,0.6979166666666666,0.1834269667803016,-0.5104166666666666,-0.5505024596118427
Jerry Sullivan,00-0001335,Jeff Blake,1,0.03125,-0.4506344876660341,2,0.5110887096774194,-0.048259871240455,-0.4798387096774194,-0.4023746164255791
Jim Bob Cooter,00-0026158,Joe Flacco,1,0.28125,-0.43125,12,0.484375,-0.027862040564653287,-0.203125,-0.4033879594353467
Jim Bob Cooter,00-0026498,Matthew Stafford,4,0.4921875,-0.06734632616905108,12,0.5130208333333334,-0.028695998531335604,-0.02083333333333337,-0.038650327637715476
Jim Bob Cooter,00-0035289,Gardner Minshew,1,0.53125,-0.0136464853153587,2,0.171875,-0.24801027072340198,0.359375,0.23436378540804328
Jim Bob Cooter,00-0035710,Daniel Jones,1,0.8125,0.2432459677419355,6,0.22395833333333334,-0.2547498669336766,0.5885416666666666,0.49799583467561215
Jim Caldwell,00-0010346,Peyton Manning,2,0.9375,0.4057540538209419,13,0.8744571960297767,0.30159075446389916,0.06304280397022333,0.10416329935704272
Jim Caldwell,00-0026158,Joe Flacco,2,0.375,-0.15741029199354273,11,0.48579545454545453,-0.040979445708068545,-0.11079545454545453,-0.11643084628547418
Jim Caldwell,00-0026498,Matthew Stafford,4,0.546875,-0.012799995631704177,12,0.4947916666666667,-0.04687810871045125,0.052083333333333315,0.03407811307874707
Jim E. Mora,00-0010346,Peyton Manning,1,0.8064516129032258,0.2788018433179723,14,0.8883208525345623,0.31809900516818573,-0.08186923963133652,-0.039297161850213425
Jim Fassel,00-0003292,Kerry Collins,2,0.4758064516129032,-0.10152065581253805,5,0.4860887096774194,-0.04767018318653908,-0.010282258064516214,-0.05385047262599897
Jim Fassel,00-0011024,Steve McNair,1,0.625,0.1431155123339658,6,0.6058467741935484,0.053740958163636256,0.019153225806451624,0.08937455417032955
Jim Fassel,00-0022164,Kyle Boller,1,0.1875,-0.3155979543666405,3,0.25,-0.19052579299281303,-0.0625,-0.12507216137382748
Jim Harbaugh,00-0023436,Alex Smith,2,0.703125,0.12579789257455878,12,0.40625,-0.11429745510699878,0.296875,0.24009534768155755
Jim Harbaugh,00-0027974,Colin Kaepernick,2,0.53125,0.015876138024053042,1,0.0625,-0.4574240986717267,0.46875,0.4733002366957797
Jim Harbaugh,00-0036355,Justin Herbert,2,0.484375,-0.04803529199354275,4,0.5703125,0.11845534559625644,-0.0859375,-0.16649063758979918
Jim Hostler,00-0023436,Alex Smith,1,0.03125,-0.4718479543666405,13,0.4807692307692308,-0.049855824751402086,-0.4495192307692308,-0.4219921296152384
Jim Mora,00-0007091,Matt Hasselbeck,1,0.25,-0.3045754928315412,10,0.5709677419354839,0.0119341335202653,-0.32096774193548394,-0.31650962635180646
Jim Mora Jr.,00-0020245,Michael Vick,1,0.4375,-0.0824240986717267,6,0.609375,0.09517498214878255,-0.171875,-0.17759908082050924
Jim Schwartz,00-0020679,Shaun Hill,1,0.375,-0.1891216690042075,2,0.1875,-0.3879307184750732,0.1875,0.19880904947086572
Jim Schwartz,00-0026498,Matthew Stafford,4,0.421875,-0.05199766301058247,12,0.5364583333333334,-0.033812219584158476,-0.11458333333333337,-0.018185443426423996
Jim Tomsula,00-0023436,Alex Smith,1,0.34375,-0.1761740986717267,13,0.4567307692307692,-0.07259996749716469,-0.11298076923076922,-0.10357413117456202
Jim Tomsula,00-0027948,Blaine Gabbert,1,0.09375,-0.4511464853153587,2,0.078125,-0.3102154468315401,0.015625,-0.1409310384838186
Jimmy Raye,00-0003292,Kerry Collins,2,0.5,-0.03696745682632775,5,0.4764112903225806,-0.0734914627810232,0.023588709677419384,0.036524005954695446
Jimmy Raye,00-0023436,Alex Smith,2,0.328125,-0.2042852919935427,12,0.46875,-0.05928359101231517,-0.140625,-0.14500170098122753
Jimmy Raye II,00-0000722,Tony Banks,1,0.1935483870967742,-0.3263757115749525,1,0.4193548387096774,-0.1255416466056813,-0.2258064516129032,-0.2008340649692712
Joe Brady,00-0031237,Teddy Bridgewater,1,0.4375,-0.1317540322580644,3,0.5104166666666666,0.056389641248033896,-0.07291666666666663,-0.18814367350609829
Joe Brady,00-0034857,Josh Allen,3,0.9479166666666666,0.3897238954924636,5,0.65,0.17953497941393343,0.2979166666666666,0.21018891607853019
Joe Brady (fired mid season),00-0034869,Sam Darnold,1,0.09375,-0.4338997695852534,5,0.2875,-0.1993866125761207,-0.19374999999999998,-0.2345131570091327
Joe Gibbs,00-0002110,Mark Brunell,3,0.5104166666666666,-0.014351891783106197,3,0.26848118279569894,-0.28781257467701443,0.2419354838709677,0.27346068289390824
Joe Judge,00-0035710,Daniel Jones,2,0.0625,-0.4174662026273217,5,0.40625,-0.09006416572109613,-0.34375,-0.3274020369062256
Joe Lombardi,00-0026498,Matthew Stafford,1,0.53125,0.0113259013282732,15,0.50625,-0.04167087922536699,0.025000000000000022,0.05299678055364019
Joe Lombardi,00-0029263,Russell Wilson,1,0.40625,-0.0756344876660341,12,0.6796875,0.15914021634984268,-0.2734375,-0.2347747040158768
Joe Lombardi,00-0036355,Justin Herbert,2,0.71875,0.23878379737267824,4,0.453125,-0.024954199086854072,0.265625,0.26373799645953233
"Joe Lombardi (fired Oct 26, 2015)",00-0026498,Matthew Stafford,1,0.4375,-0.1317540322580644,15,0.5125,-0.03213221698627781,-0.07499999999999996,-0.0996218152717866
Joe Pendry,00-0020608,David Carr,1,0.28125,-0.2463997695852534,4,0.3203125,-0.13585633333626987,-0.0390625,-0.11054343624898352
Joe Philbin,00-0023459,Aaron Rodgers,5,0.8375,0.3029923662356788,11,0.78125,0.18856507080375176,0.05625000000000002,0.11442729543192706
Joe Philbin,00-0029701,Ryan Tannehill,3,0.4479166666666667,0.02132371732342643,7,0.5267857142857143,-0.025393864629765405,-0.07886904761904762,0.04671758195319184
Joe Philbin {{small|(fired on October 5)}},00-0029701,Ryan Tannehill,1,0.40625,-0.1213997695852534,9,0.5138888888888888,0.0008459854607972025,-0.10763888888888884,-0.1222457550460506
Joe Vitt,00-0020531,Drew Brees,1,0.8125,0.3306155123339658,18,0.8489583333333334,0.2794179048743872,-0.03645833333333337,0.051197607459578576
John DeFilippo,00-0021206,Josh McCown,1,0.1875,-0.3233137829912024,4,0.2265625,-0.3469968072478615,-0.0390625,0.023683024256659135
John DeFilippo,00-0035289,Gardner Minshew,1,0.28125,-0.0385964427750773,2,0.296875,-0.2355352919935427,-0.015625,0.19693884921846538
John Fassel,00-0028986,Case Keenum,1,0.03125,-0.5136464853153587,3,0.3958333333333333,-0.16235943784086973,-0.3645833333333333,-0.351287047474489
John Fox,00-0010346,Peyton Manning,3,0.9270833333333334,0.27498131217296296,12,0.8718077956989246,0.3256036649294736,0.05527553763440873,-0.05062235275651067
John Fox,00-0016193,Vinny Testaverde,1,0.28125,-0.3463541666666666,3,0.41532258064516125,-0.14057430156813455,-0.13407258064516125,-0.20577986509853202
John Fox,00-0024226,Jay Cutler,1,0.46875,-0.0506094208211144,9,0.4236111111111111,-0.10450701448312291,0.045138888888888895,0.05389759366200851
John Fox,00-0033869,Mitch Trubisky,1,0.15625,-0.1635964427750773,3,0.3645833333333333,-0.13127739161329893,-0.20833333333333331,-0.032319051161778356
John Harbaugh,00-0026158,Joe Flacco,11,0.5,-0.01499636355543685,2,0.296875,-0.30031724383301706,0.203125,0.2853208802775802
John Hufnagel,00-0022803,Eli Manning,1,0.59375,0.0906520456333594,13,0.5432692307692307,0.007075417727883115,0.050480769230769273,0.08357662790547628
John Morton,00-0021206,Josh McCown,1,0.28125,-0.408357771260997,4,0.203125,-0.32573581018041287,0.078125,-0.08262196108058412
John Morton,00-0033106,Jared Goff,1,0.75,0.2306405791788855,8,0.671875,0.13797766966474095,0.078125,0.09266290951414455
John Shoop,00-0015700,Kordell Stewart,1,0.28125,-0.2828716690042075,2,0.6935483870967741,0.14895932163187856,-0.41229838709677413,-0.4318309906360861
Jon Gruden,00-0005741,Rich Gannon,1,0.935483870967742,0.3812855787476281,2,0.9359879032258064,0.33577712609970667,-0.0005040322580643908,0.045508452647921416
Jon Gruden,00-0005755,Jeff Garcia,2,0.53125,-0.010490544912661,5,0.723991935483871,0.2135113837184745,-0.19274193548387097,-0.2240019286311355
Jon Gruden,00-0006423,Brian Griese,1,0.28125,-0.2880040322580645,3,0.7429435483870969,0.21772881196467922,-0.46169354838709686,-0.5057328442227437
Jon Gruden,00-0008442,Brad Johnson,2,0.4375,-0.08072999024878764,4,0.42338709677419356,-0.113736194484966,0.014112903225806439,0.03300620423617835
Jon Gruden,00-0031280,Derek Carr,3,0.5208333333333334,-0.023858205415050005,8,0.4140625,-0.0897981728580819,0.10677083333333337,0.0659399674430319
Jonathan Gannon,00-0033119,Jacoby Brissett,1,0.28125,-0.2381094208211144,3,0.4583333333333333,-0.05957941757710697,-0.17708333333333331,-0.17853000324400742
Jonathan Gannon,00-0035228,Kyler Murray,1,0.71875,0.1988259013282732,4,0.5390625,0.08720534559625646,0.1796875,0.11162055573201675
Josh Grizzard,00-0034855,Baker Mayfield,1,0.40625,-0.179150182592818,6,0.59375,0.11098220857587242,-0.1875,-0.29013239116869044
Josh McDaniels,00-0019596,Tom Brady,10,0.884375,0.27824816292228177,11,0.7661290322580645,0.2214895176993671,0.11824596774193552,0.05675864522291468
Josh McDaniels,00-0023541,Kyle Orton,1,0.4375,-0.1073964853153587,4,0.2265625,-0.24513243296329296,0.2109375,0.13773594764793426
Josh McDaniels,00-0023662,Matt Cassel,1,0.90625,0.3786002304147465,5,0.275,-0.2798100583339019,0.63125,0.6584102887486484
Josh McDaniels,00-0027854,Sam Bradford,1,0.03125,-0.4255844508880029,4,0.3125,-0.1655306320178772,-0.28125,-0.2600538188701257
Josh McDaniels,00-0027939,Cam Newton,1,0.34375,-0.1756094208211144,8,0.67578125,0.17241832294338222,-0.33203125,-0.34802774376449663
Josh McDaniels,00-0031280,Derek Carr,1,0.46875,-0.0953716690042075,10,0.440625,-0.06945883301055979,0.02812500000000001,-0.025912835993647715
Josh McDaniels,00-0036972,Mac Jones,1,0.71875,0.3989035572249226,2,0.171875,-0.3080912026273217,0.546875,0.7069947598522444
Josh McDaniels,00-0039851,Drake Maye,1,1.0,0.5431655491119971,1,0.1875,-0.1323464427750773,0.8125,0.6755119918870744
Josh McDaniels {{small|(fired December 6)}},00-0023541,Kyle Orton,1,0.4375,-0.0824240986717267,4,0.2265625,-0.25137552962420096,0.2109375,0.16895143095247425
Justin Outten,00-0029263,Russell Wilson,1,0.1875,-0.3670754928315412,12,0.6979166666666666,0.1834269667803016,-0.5104166666666666,-0.5505024596118427
Keith Rowen,00-0017200,Kurt Warner,1,0.40625,-0.179150182592818,6,0.6927083333333334,0.16673814041189194,-0.28645833333333337,-0.34588832300470995
Kellen Moore,00-0027973,Andy Dalton,1,0.25,-0.2693594208211144,11,0.4715909090909091,-0.036020305101307847,-0.22159090909090912,-0.23333911571980656
Kellen Moore,00-0033077,Dak Prescott,3,0.8229166666666666,0.28397403316165176,6,0.671875,0.18043164659202326,0.15104166666666663,0.1035423865696285
Kellen Moore,00-0036355,Justin Herbert,1,0.28125,-0.2463997695852534,5,0.59375,0.12483011359663872,-0.3125,-0.3712298831818921
Kellen Moore,00-0036389,Jalen Hurts,1,0.84375,0.2988535146846413,4,0.734375,0.23249843162209408,0.109375,0.0663550830625472
Ken Dorsey,00-0031503,Jameis Winston,1,0.03125,-0.4881094208211144,6,0.515625,0.02869514413526708,-0.484375,-0.5168045649563815
