coach,qb_id,qb_name,n_with,raw_with,resid_with,n_elsewhere,raw_elsewhere,resid_elsewhere,raw_delta,resid_delta
Bill Lazor,00-0033869,Mitch Trubisky,1,0.28125,-0.2463997695852534,3,0.3229166666666667,-0.10367628267657357,-0.041666666666666685,-0.1427234869086798
Bill Lazor,00-0036945,Justin Fields,1,0.125,-0.1948464427750773,2,0.34375,-0.1362162026273217,-0.21875,-0.058630240147755586
Bill Muir,00-0005755,Jeff Garcia,2,0.53125,-0.010490544912661,5,0.723991935483871,0.2135113837184745,-0.19274193548387097,-0.2240019286311355
Bill Muir,00-0006423,Brian Griese,1,0.28125,-0.2880040322580645,3,0.7429435483870969,0.21772881196467922,-0.46169354838709686,-0.5057328442227437
Bill Muir,00-0008442,Brad Johnson,2,0.4375,-0.08072999024878764,4,0.42338709677419356,-0.113736194484966,0.014112903225806439,0.03300620423617835
Bill Muir,00-0023662,Matt Cassel,1,0.1875,-0.3817540322580645,5,0.41875,-0.12773920579933964,-0.23125,-0.25401482645872486
Bill Musgrave,00-0022177,Byron Leftwich,2,0.5,0.11165955316845991,1,0.71875,0.2156520456333595,-0.21875,-0.10399249246489958
Bill Musgrave,00-0028986,Case Keenum,1,0.34375,-0.2255040322580644,3,0.2916666666666667,-0.2584069221933012,0.052083333333333315,0.032902889935236795
Bill Musgrave,00-0031280,Derek Carr,2,0.53125,0.0512837973726783,9,0.4236111111111111,-0.09916973265057355,0.1076388888888889,0.15045353002325185
Bill O'Brien,00-0019596,Tom Brady,1,0.9375,0.4556155123339658,20,0.8166834677419356,0.23816254057909436,0.12081653225806444,0.21745297175487144
Bill O'Brien,00-0023682,Ryan Fitzpatrick,1,0.34375,-0.1756094208211144,9,0.3368055555555556,-0.2078505011272353,0.00694444444444442,0.03224108030612091
Bill O'Brien,00-0026625,Brian Hoyer,1,0.3125,-0.2567540322580645,2,0.390625,-0.1513978838379671,-0.078125,-0.10535614842009738
Bill O'Brien,00-0033537,Deshaun Watson,3,0.6666666666666666,0.17080594172003435,1,0.15625,-0.4130040322580645,0.5104166666666666,0.5838099739780989
Bill O'Brien,00-0036972,Mac Jones,1,0.0625,-0.4405979543666405,2,0.5,0.11165955316845985,-0.4375,-0.5522575075351004
Bill Parcells,00-0001361,Drew Bledsoe,1,0.5625,-0.019107404692082,4,0.33795362903225806,-0.1973512669456189,0.22454637096774194,0.1782438622535369
