coach,qb_id,qb_name,n_seasons_with,pctile_with,n_seasons_elsewhere,pctile_elsewhere,delta
Rod Marinelli,00-0009311,Jon Kitna,2,0.265625,5,0.4856854838709677,-0.22006048387096772
Romeo Crennel,00-0023645,Derek Anderson,2,0.359375,1,0.0625,0.296875
Romeo Crennel,00-0023662,Matt Cassel,1,0.1875,5,0.41875,-0.23125
Romeo Crennel,00-0033537,Deshaun Watson,1,0.6875,3,0.4895833333333333,0.19791666666666669
Ron Rivera,00-0023436,Alex Smith,1,0.15625,13,0.47115384615384615,-0.31490384615384615
Ron Rivera,00-0027939,Cam Newton,8,0.67578125,1,0.34375,0.33203125
Ron Turner,00-0022121,Rex Grossman,2,0.328125,1,0.375,-0.046875
Ron Turner,00-0023541,Kyle Orton,2,0.125,3,0.3645833333333333,-0.23958333333333331
Ron Turner,00-0024226,Jay Cutler,1,0.28125,9,0.4444444444444444,-0.16319444444444442
Ryan Grubb,00-0030565,Geno Smith,1,0.46875,5,0.33125,0.1375
Scott Linehan,00-0003739,Daunte Culpepper,3,0.9166666666666666,2,0.6774193548387097,0.2392473118279569
Scott Linehan,00-0005589,Gus Frerotte,1,0.5,1,0.34375,0.15625
Scott Linehan,00-0020679,Shaun Hill,1,0.375,2,0.1875,0.1875
Scott Linehan,00-0023662,Matt Cassel,1,0.21875,5,0.4125,-0.19374999999999998
Scott Linehan,00-0026498,Matthew Stafford,4,0.421875,12,0.5364583333333334,-0.11458333333333337
Scott Linehan,00-0033077,Dak Prescott,3,0.6770833333333334,6,0.7447916666666666,-0.06770833333333326
Scott Milanovich,00-0031407,Blake Bortles,1,0.09375,4,0.3203125,-0.2265625
Scott Turner,00-0023436,Alex Smith,1,0.15625,13,0.47115384615384615,-0.31490384615384615
Scott Turner,00-0035289,Gardner Minshew,1,0.0625,2,0.40625,-0.34375
Sean McDermott,00-0028118,Tyrod Taylor,1,0.3125,3,0.53125,-0.21875
Sean McVay,00-0026498,Matthew Stafford,5,0.6375,11,0.44886363636363635,0.1886363636363636
Sean McVay,00-0029604,Kirk Cousins,2,0.765625,8,0.5234375,0.2421875
Sean McVay,00-0029665,Robert Griffin,1,0.28125,2,0.640625,-0.359375
Sean McVay,00-0033106,Jared Goff,4,0.6328125,5,0.71875,-0.0859375
Sean Payton,00-0003292,Kerry Collins,2,0.4758064516129032,5,0.4860887096774194,-0.010282258064516214
Sean Payton,00-0020531,Drew Brees,14,0.8794642857142857,5,0.75625,0.12321428571428572
Sean Payton,00-0029263,Russell Wilson,1,0.40625,12,0.6796875,-0.2734375
Sean Payton,00-0031503,Jameis Winston,1,0.25,6,0.4791666666666667,-0.22916666666666669
Shane Steichen,00-0022942,Philip Rivers,1,0.71875,14,0.7723214285714286,-0.0535714285714286
Shane Steichen,00-0026158,Joe Flacco,1,0.28125,12,0.484375,-0.203125
Shane Steichen,00-0035289,Gardner Minshew,1,0.53125,2,0.171875,0.359375
Shane Steichen,00-0035710,Daniel Jones,1,0.8125,6,0.22395833333333334,0.5885416666666666
Shane Steichen,00-0036355,Justin Herbert,1,0.5625,5,0.5375,0.025000000000000022
Shane Steichen,00-0036389,Jalen Hurts,2,0.8125,3,0.71875,0.09375
Shane Waldron,00-0029263,Russell Wilson,1,0.59375,12,0.6640625,-0.0703125
Shane Waldron,00-0030565,Geno Smith,2,0.65625,4,0.203125,0.453125
Shane Waldron (fired on November 10),00-0039918,Caleb Williams,1,0.21875,1,0.78125,-0.5625
Sherman Lewis,00-0003739,Daunte Culpepper,1,0.4193548387096774,4,0.9213709677419355,-0.5020161290322581
Sherman Lewis,00-0021141,Joey Harrington,2,0.1875,4,0.1640625,0.0234375
Sherman Smith,00-0023460,Jason Campbell,2,0.390625,3,0.3958333333333333,-0.005208333333333315
Steve Fairchild,00-0025479,Trent Edwards,1,0.1875,1,0.3125,-0.125
Steve Loney,00-0008442,Brad Johnson,1,0.375,5,0.4387096774193548,-0.0637096774193548
Steve Mariucci,00-0005755,Jeff Garcia,2,0.9526209677419355,5,0.5554435483870968,0.39717741935483875
Steve Mariucci,00-0021141,Joey Harrington,3,0.20833333333333334,3,0.13541666666666666,0.07291666666666669
Steve Sarkisian,00-0026143,Matt Ryan,2,0.78125,13,0.5985576923076923,0.1826923076923077
Steve Spagnuolo,00-0019599,Marc Bulger,1,0.03125,7,0.4419642857142857,-0.4107142857142857
Steve Spagnuolo,00-0022803,Eli Manning,1,0.1875,13,0.5745192307692307,-0.3870192307692307
Steve Spagnuolo,00-0027854,Sam Bradford,2,0.109375,3,0.3541666666666667,-0.24479166666666669
Tanner Engstrand,00-0028118,Tyrod Taylor,1,0.125,3,0.59375,-0.46875
Ted Tollner,00-0021141,Joey Harrington,1,0.25,5,0.15625,0.09375
Terry Robiskie,00-0005755,Jeff Garcia,1,0.125,6,0.7595766129032259,-0.6345766129032259
Terry Robiskie,00-0032268,Marcus Mariota,2,0.484375,3,0.2604166666666667,0.22395833333333331
Terry Shea,00-0020562,Chad Hutchinson,1,0.03125,1,0.09375,-0.0625
Thomas Brown,00-0039150,Bryce Young,1,0.125,1,0.21875,-0.09375
Thomas Brown,00-0039918,Caleb Williams,1,0.21875,1,0.78125,-0.5625
Tim Kelly,00-0033537,Deshaun Watson,2,0.734375,2,0.34375,0.390625
Tim Kelly,00-0036898,Davis Mills,1,0.0625,1,0.03125,0.03125
Todd Bowles,00-0019596,Tom Brady,1,0.40625,20,0.8432459677419356,-0.4369959677419356
Todd Bowles,00-0021206,Josh McCown,1,0.28125,4,0.203125,0.078125
Todd Bowles,00-0023682,Ryan Fitzpatrick,2,0.4375,8,0.3125,0.125
Todd Bowles,00-0034855,Baker Mayfield,3,0.6458333333333334,4,0.5078125,0.13802083333333337
Todd Bowles,00-0034869,Sam Darnold,1,0.125,5,0.28125,-0.15625
Todd Downing,00-0029701,Ryan Tannehill,2,0.40625,8,0.52734375,-0.12109375
Todd Downing,00-0031280,Derek Carr,1,0.5,10,0.4375,0.0625
Todd Haley,00-0017200,Kurt Warner,2,0.59375,5,0.675,-0.08125000000000004
Todd Haley,00-0022924,Ben Roethlisberger,6,0.75,11,0.6761363636363636,0.07386363636363635
Todd Haley,00-0023662,Matt Cassel,2,0.453125,4,0.34375,0.109375
Todd Haley,00-0034855,Baker Mayfield,1,0.40625,6,0.59375,-0.1875
"Todd Haley (fired Dec 12, 2011)",00-0023662,Matt Cassel,1,0.1875,5,0.41875,-0.23125
Todd Monken,00-0031503,Jameis Winston,3,0.59375,4,0.3359375,0.2578125
Todd Monken,00-0034796,Lamar Jackson,3,0.8020833333333334,4,0.703125,0.09895833333333337
Todd Monken,00-0034855,Baker Mayfield,1,0.375,6,0.5989583333333334,-0.22395833333333337
Tom Cable,00-0023460,Jason Campbell,1,0.53125,4,0.359375,0.171875
Tom Cable,00-0025388,JaMarcus Russell,1,0.0625,1,0.15625,-0.09375
Tom Clements,00-0023459,Aaron Rodgers,3,0.8958333333333334,13,0.7764423076923077,0.11939102564102566
Tom Coughlin,00-0002110,Mark Brunell,2,0.0317540322580645,4,0.568296370967742,-0.5365423387096775
Tom Coughlin,00-0022803,Eli Manning,10,0.609375,4,0.390625,0.21875
Tom Moore,00-0010346,Peyton Manning,6,0.8948252688172044,9,0.8748879928315412,0.019937275985663194
Tom Rossley,00-0005106,Brett Favre,5,0.7304435483870968,6,0.5762768817204301,0.15416666666666667
Tony Dungy,00-0008442,Brad Johnson,1,0.6129032258064516,5,0.3911290322580645,0.22177419354838712
Tony Dungy,00-0010346,Peyton Manning,4,0.8984375,11,0.877199413489736,0.021238086510264043
Tony Sparano,00-0019559,Chad Pennington,1,0.8125,5,0.61875,0.19374999999999998
Tony Sparano,00-0026197,Chad Henne,2,0.421875,1,0.03125,0.390625
Tony Sparano,00-0026898,Mark Sanchez,1,0.125,4,0.4296875,-0.3046875
Tony Sparano,00-0031280,Derek Carr,1,0.03125,10,0.484375,-0.453125
Troy Calhoun,00-0020608,David Carr,1,0.40625,4,0.2890625,0.1171875
Turk Schonert,00-0025479,Trent Edwards,1,0.3125,1,0.1875,0.125
Urban Meyer (fired mid season),00-0036971,Trevor Lawrence,1,0.15625,4,0.5625,-0.40625
Vance Joseph,00-0028986,Case Keenum,1,0.34375,3,0.2916666666666667,0.052083333333333315
Vance Joseph,00-0032156,Trevor Siemian,1,0.125,1,0.1875,-0.0625
Vic Fangio,00-0026158,Joe Flacco,1,0.3125,12,0.4817708333333333,-0.16927083333333331
Vic Fangio,00-0031237,Teddy Bridgewater,1,0.53125,3,0.4791666666666667,0.052083333333333315
Wes Phillips,00-0029604,Kirk Cousins,2,0.5,8,0.58984375,-0.08984375
Wes Phillips,00-0034869,Sam Darnold,1,0.59375,5,0.1875,0.40625
Zac Robinson,00-0029604,Kirk Cousins,1,0.625,9,0.5659722222222222,0.05902777777777779
Zac Taylor,00-0027973,Andy Dalton,1,0.125,11,0.48295454545454547,-0.35795454545454547
Zac Taylor,00-0029701,Ryan Tannehill,1,0.40625,9,0.5138888888888888,-0.10763888888888884
