coach,n_qbs,avg_delta,avg_pctile_with,avg_pctile_elsewhere,t_stat,p_value
Charlie Weis,2,0.06087227229601516,0.6549899193548387,0.5941176470588235,0.1977157384847988,0.8757329709202784
Matt LaFleur,3,0.059461805555555546,0.6614583333333334,0.6019965277777778,0.7571834762801468,0.5279873314113362
Kyle Shanahan,6,0.053384770471464026,0.515625,0.462240229528536,0.5225471241440125,0.6236077627613643
Klint Kubiak,3,0.05138888888888887,0.4583333333333333,0.4069444444444445,0.2370541064802728,0.8346838164757903
Frank Reich,4,0.04947916666666666,0.6171875,0.5677083333333334,0.5370074924968333,0.6285352082734232
Todd Monken,3,0.044270833333333336,0.5902777777777778,0.5460069444444445,0.3123431304256808,0.7843373459673602
Marty Schottenheimer,2,0.04073660714285715,0.85546875,0.8147321428571428,0.23472668810289393,0.8532254420647715
Tom Cable,2,0.0390625,0.296875,0.2578125,0.29411764705882354,0.8178939962885023
Jim Schwartz,2,0.036458333333333315,0.3984375,0.3619791666666667,0.24137931034482743,0.8492173957204281
Scott Linehan,6,0.03449260752688171,0.5182291666666666,0.4837365591397849,0.4652054177956436,0.6613419593204468
Liam Coen,3,0.030555555555555558,0.53125,0.5006944444444444,0.13381047683775046,0.9058024225451625
Hue Jackson,5,0.030170454545454545,0.45,0.4198295454545454,0.360992689603652,0.7363629924312243
Doug Marrone,5,0.027864583333333325,0.3833333333333333,0.35546875,0.6978574186876493,0.5237049105981074
Mike Tice,3,0.027262544802867366,0.5451388888888888,0.5178763440860216,0.2563557230041935,0.821635889079628
Nick Sirianni,3,0.024925595238095233,0.6354166666666666,0.6104910714285715,0.3107418167416494,0.7853919525426232
Bill O'Brien,5,0.024510528673835096,0.4645833333333333,0.4400728046594982,0.15994420389001693,0.8806769136758258
Anthony Lynn,4,0.02220052083333332,0.6197916666666666,0.5975911458333334,0.12526980976002278,0.9082331344773564
Dave Canales,3,0.014835858585858583,0.3958333333333333,0.38099747474747475,0.17624765922631996,0.8763307761793014
