season,team,games,total_points,ppg,plays,total_epa,mean_epa,total_yards,games_est,yards_per_game,epa_per_play
2000,SEA,16,320.0,20.0,996,-53.08448132772253,-0.0532976720157856,4680.0,16,292.5,-0.0532976720157856
2000,SF,16,388.0,24.25,1069,93.49197241174872,0.0874574110493439,6046.0,16,377.875,0.0874574110493439
2000,TB,16,388.0,24.25,994,-14.97095340083243,-0.0150613213288052,4658.0,16,291.125,-0.0150613213288052
2000,TEN,16,346.0,21.625,1073,-34.84850345401687,-0.0324776360242468,5350.0,16,334.375,-0.0324776360242468
2000,WAS,16,281.0,17.5625,1086,-31.5780393694952,-0.0290773843181355,5396.0,16,337.25,-0.0290773843181355
2001,ARI,16,295.0,18.4375,989,-26.3205977510716,-0.0266133445410228,4906.0,16,306.625,-0.0266133445410228
2001,ATL,16,291.0,18.1875,1032,-62.53473097645684,-0.0605956695508302,5073.0,16,317.0625,-0.0605956695508302
2001,BAL,16,303.0,18.9375,1124,-102.53268493697604,-0.0912212499439288,5126.0,16,320.375,-0.0912212499439288
2001,BUF,16,265.0,16.5625,1058,-70.42027906422395,-0.0665598100796067,5139.0,16,321.1875,-0.0665598100796067
2001,CAR,16,253.0,15.8125,1015,-200.93779765827472,-0.1979682735549504,4256.0,16,266.0,-0.1979682735549504
2001,CHI,16,338.0,21.125,1061,-66.58088165294022,-0.0627529516050331,4698.0,16,293.625,-0.0627529516050331
