team,plays,total_epa,mean_epa,total_yards,games_est,season
JAX,987,-261.7486650175161,-0.2651962158232179,4860.0,16,2002
KC,1005,160.29693697253686,0.1594994397736685,6002.0,16,2002
LA,1051,-68.49553881548793,-0.0651717781308163,5561.0,16,2002
LAC,1061,14.554575148386192,0.013717789960778692,5332.0,16,2002
LV,1096,156.66460329437055,0.14294215629048407,6244.0,16,2002
MIA,1033,16.044986218292046,0.015532416474629279,5404.0,16,2002
MIN,1126,67.40215829429262,0.059859820865268754,6167.0,16,2002
NE,1071,-0.8507026068207728,-0.0007943068224283593,5105.0,16,2002
NO,1042,-8.176154289120156,-0.007846597206449285,5225.0,16,2002
NYG,1124,7.89297325449083,0.007022218197945578,5825.0,16,2002
NYJ,942,53.7821908555154,0.057093620865727605,5051.0,16,2002
PHI,1099,8.060958776846595,0.007334812353818558,5619.0,16,2002
PIT,1136,13.192331001874606,0.011612967431227647,5971.0,16,2002
SEA,1086,37.82542110810394,0.03483003785276606,5822.0,16,2002
SF,1098,108.38524357010697,0.0987115150911721,5719.0,16,2002
TB,1056,-44.294975433222135,-0.04194599946327854,5010.0,16,2002
TEN,1059,43.45161767346681,0.04103080044708858,5292.0,16,2002
WAS,1078,-59.83729908573497,-0.055507698595301455,5158.0,16,2002
ARI,1021,-158.9546906944084,-0.15568529940686426,4505.0,16,2003
ATL,959,-111.81701421318473,-0.11659751221395696,4371.0,16,2003
BAL,1040,-93.7141703301022,-0.09010977916355982,4934.0,16,2003
BUF,1020,-120.79294540579124,-0.1184244562801875,4356.0,16,2003
CAR,1043,-75.45959889706216,-0.0723486087220155,5153.0,16,2003
CHI,1024,-100.14983131820657,-0.0978025696466861,4391.0,16,2003
CIN,1060,52.00605705173056,0.049062317973330716,5355.0,16,2003
CLE,1006,-103.45934477376258,-0.102842291027597,4510.0,16,2003
DAL,1082,-91.47488746622346,-0.0845424098578775,5169.0,16,2003
DEN,1083,49.60374499983515,0.0458021652814729,5615.0,16,2003
DET,1007,-154.73534124952698,-0.15365972318721646,4275.0,16,2003
GB,1034,68.6876922831865,0.06642910278838152,5804.0,16,2003
HOU,928,-93.28045614549482,-0.1005177329154039,4315.0,16,2003
IND,1072,106.82362407835281,0.09964890305816493,5885.0,16,2003
JAX,1063,-34.78107450361746,-0.03271973142391106,5362.0,16,2003
KC,1024,123.75424394609291,0.12085375385360636,5913.0,16,2003
LA,1071,6.633338496508985,0.0061935933674220215,5470.0,16,2003
LAC,1007,-27.028893079396045,-0.026841006037136093,5176.0,16,2003
LV,1013,-108.65681800736174,-0.10726240672000172,4576.0,16,2003
MIA,1001,-93.680540039983,-0.0935869530868961,4617.0,16,2003
MIN,1079,86.77861644273942,0.08042503840847026,6303.0,16,2003
NE,1063,-45.33166991754871,-0.04264503284811732,5057.0,16,2003
NO,1048,-9.66387851996743,-0.009221258129739915,5449.0,16,2003
NYG,1093,-132.6777763596242,-0.1213886334488785,4952.0,16,2003
NYJ,958,-15.372402674916536,-0.01604634934751204,4956.0,16,2003
PHI,981,44.91934167150575,0.04578933911468476,5039.0,16,2003
PIT,1057,-87.94170759547934,-0.08319934493422833,4801.0,16,2003
SEA,1050,73.10771083654683,0.06962639127290174,5640.0,16,2003
SF,1053,27.517942728403042,0.026132899077305833,5700.0,16,2003
TB,1078,-46.27806118700447,-0.04292955583210062,5474.0,16,2003
TEN,1032,43.35660631410993,0.04201221542064916,5548.0,16,2003
WAS,1024,-61.505916772721854,-0.060064371848361185,4668.0,16,2003
