coach_name,position,n_distinct_players,n_ever_superstar,superstar_player_rate,league_base_rate,p_value
Matt LaFleur,RB,10,2,0.2,0.12995896032831739,0.6269024077340348
Adam Gase,WR,18,0,0.0,0.07049345417925479,0.6313205751558288
Matt LaFleur,TE,12,2,0.16666666666666666,0.11368015414258188,0.6355183819740176
Pat Shurmur,RB,11,2,0.18181818181818182,0.12995896032831739,0.6430992935009207
Sean McVay,RB,11,2,0.18181818181818182,0.12995896032831739,0.6430992935009207
Sean McVay,WR,21,2,0.09523809523809523,0.07049345417925479,0.6549639403757579
Mike Zimmer,RB,12,2,0.16666666666666666,0.12995896032831739,0.6614850874720851
Bruce Arians,WR,22,2,0.09090909090909091,0.07049345417925479,0.664193299995336
Dan Quinn,WR,25,2,0.08,0.07049345417925479,0.6941800721562305
Jon Gruden,TE,16,2,0.125,0.11368015414258188,0.7015299811160409
Jim Caldwell,RB,14,2,0.14285714285714285,0.12995896032831739,0.70164325025821
Ron Rivera,RB,15,1,0.06666666666666667,0.12995896032831739,0.7066366686639299
Mike Tomlin,TE,17,1,0.058823529411764705,0.11368015414258188,0.7074637787081671
John Harbaugh,TE,17,1,0.058823529411764705,0.11368015414258188,0.7074637787081671
Kyle Shanahan,RB,16,1,0.0625,0.12995896032831739,0.7082755699563106
Doug Pederson,RB,17,1,0.058823529411764705,0.12995896032831739,0.7123828323280212
Jon Gruden,WR,29,1,0.034482758620689655,0.07049345417925479,0.7156042530025575
Lovie Smith,WR,30,1,0.03333333333333333,0.07049345417925479,0.716784318342796
Sean Payton,TE,22,3,0.13636363636363635,0.11368015414258188,0.7287192676398374
Bruce Arians,RB,23,2,0.08695652173913043,0.12995896032831739,0.7560037989687325
Lovie Smith,RB,22,2,0.09090909090909091,0.12995896032831739,0.7561929299821454
Bill Belichick,TE,29,2,0.06896551724137931,0.11368015414258188,0.7610895583202755
Sean Payton,RB,28,4,0.14285714285714285,0.12995896032831739,0.7754436484760892
Mike Tomlin,RB,31,3,0.0967741935483871,0.12995896032831739,0.7862246609177379
Andy Reid,RB,39,4,0.10256410256410256,0.12995896032831739,0.8070911581073151
Steve Mariucci,WR,15,1,0.06666666666666667,0.07049345417925479,1.0
Andy Reid,TE,21,2,0.09523809523809523,0.11368015414258188,1.0
Andy Reid,WR,48,3,0.0625,0.07049345417925479,1.0
Tom Coughlin,RB,17,2,0.11764705882352941,0.12995896032831739,1.0
Tony Dungy,RB,10,1,0.1,0.12995896032831739,1.0
Tony Dungy,TE,8,1,0.125,0.11368015414258188,1.0
Dick Vermeil,WR,10,0,0.0,0.07049345417925479,1.0
Bill Belichick,QB,11,1,0.09090909090909091,0.10034602076124567,1.0
Bill Belichick,RB,33,4,0.12121212121212122,0.12995896032831739,1.0
Bill Belichick,WR,49,3,0.061224489795918366,0.07049345417925479,1.0
Brian Billick,QB,8,0,0.0,0.10034602076124567,1.0
Brian Billick,RB,12,1,0.08333333333333333,0.12995896032831739,1.0
Herman Edwards,RB,8,1,0.125,0.12995896032831739,1.0
Marty Mornhinweg,WR,8,0,0.0,0.07049345417925479,1.0
Bill Callahan,RB,9,1,0.1111111111111111,0.12995896032831739,1.0
Bill Callahan,WR,10,0,0.0,0.07049345417925479,1.0
Marty Schottenheimer,WR,9,0,0.0,0.07049345417925479,1.0
Mike Holmgren,WR,11,0,0.0,0.07049345417925479,1.0
John Fox,QB,17,1,0.058823529411764705,0.10034602076124567,1.0
John Fox,RB,26,3,0.11538461538461539,0.12995896032831739,1.0
John Fox,TE,20,2,0.1,0.11368015414258188,1.0
Marvin Lewis,TE,16,1,0.0625,0.11368015414258188,1.0
Jack Del Rio,RB,19,2,0.10526315789473684,0.12995896032831739,1.0
Norv Turner,TE,11,1,0.09090909090909091,0.11368015414258188,1.0
Romeo Crennel,RB,12,1,0.08333333333333333,0.12995896032831739,1.0
Romeo Crennel,TE,10,1,0.1,0.11368015414258188,1.0
Romeo Crennel,WR,22,1,0.045454545454545456,0.07049345417925479,1.0
Mike Mularkey,RB,13,1,0.07692307692307693,0.12995896032831739,1.0
Mike Mularkey,TE,8,1,0.125,0.11368015414258188,1.0
Mike Nolan,WR,12,0,0.0,0.07049345417925479,1.0
Sean Payton,WR,35,2,0.05714285714285714,0.07049345417925479,1.0
Rod Marinelli,RB,9,1,0.1111111111111111,0.12995896032831739,1.0
Rod Marinelli,WR,10,0,0.0,0.07049345417925479,1.0
Mike McCarthy,TE,23,2,0.08695652173913043,0.11368015414258188,1.0
Eric Mangini,QB,8,0,0.0,0.10034602076124567,1.0
Eric Mangini,WR,11,0,0.0,0.07049345417925479,1.0
Gary Kubiak,QB,8,0,0.0,0.10034602076124567,1.0
Gary Kubiak,RB,20,2,0.1,0.12995896032831739,1.0
Gary Kubiak,TE,11,1,0.09090909090909091,0.11368015414258188,1.0
Gary Kubiak,WR,19,1,0.05263157894736842,0.07049345417925479,1.0
Mike Tomlin,QB,13,1,0.07692307692307693,0.10034602076124567,1.0
Mike Tomlin,WR,41,2,0.04878048780487805,0.07049345417925479,1.0
Ken Whisenhunt,WR,19,1,0.05263157894736842,0.07049345417925479,1.0
Lane Kiffin,WR,8,0,0.0,0.07049345417925479,1.0
Tony Sparano,WR,13,0,0.0,0.07049345417925479,1.0
Mike Smith,RB,8,1,0.125,0.12995896032831739,1.0
John Harbaugh,QB,10,1,0.1,0.10034602076124567,1.0
John Harbaugh,RB,27,3,0.1111111111111111,0.12995896032831739,1.0
Josh McDaniels,RB,9,1,0.1111111111111111,0.12995896032831739,1.0
Todd Haley,WR,8,0,0.0,0.07049345417925479,1.0
Raheem Morris,RB,12,1,0.08333333333333333,0.12995896032831739,1.0
Raheem Morris,WR,24,1,0.041666666666666664,0.07049345417925479,1.0
Steve Spagnuolo,RB,10,1,0.1,0.12995896032831739,1.0
Steve Spagnuolo,WR,19,1,0.05263157894736842,0.07049345417925479,1.0
Chan Gailey,WR,10,0,0.0,0.07049345417925479,1.0
Jason Garrett,RB,15,2,0.13333333333333333,0.12995896032831739,1.0
Jason Garrett,TE,9,1,0.1111111111111111,0.11368015414258188,1.0
Jason Garrett,WR,21,1,0.047619047619047616,0.07049345417925479,1.0
Jim Tomsula,RB,11,1,0.09090909090909091,0.12995896032831739,1.0
Jim Tomsula,WR,9,0,0.0,0.07049345417925479,1.0
Ron Rivera,TE,11,1,0.09090909090909091,0.11368015414258188,1.0
Jim Harbaugh,TE,13,1,0.07692307692307693,0.11368015414258188,1.0
Mike Munchak,WR,8,0,0.0,0.07049345417925479,1.0
Pat Shurmur,WR,20,1,0.05,0.07049345417925479,1.0
Todd Bowles,WR,35,2,0.05714285714285714,0.07049345417925479,1.0
Hue Jackson,RB,12,1,0.08333333333333333,0.12995896032831739,1.0
Bruce Arians,TE,14,1,0.07142857142857142,0.11368015414258188,1.0
Chuck Pagano,WR,13,0,0.0,0.07049345417925479,1.0
Dennis Allen,RB,14,1,0.07142857142857142,0.12995896032831739,1.0
Joe Philbin,TE,9,1,0.1111111111111111,0.11368015414258188,1.0
Joe Philbin,WR,15,1,0.06666666666666667,0.07049345417925479,1.0
Mike McCoy,RB,11,1,0.09090909090909091,0.12995896032831739,1.0
Mike McCoy,TE,8,1,0.125,0.11368015414258188,1.0
Mike McCoy,WR,17,1,0.058823529411764705,0.07049345417925479,1.0
Chip Kelly,RB,8,1,0.125,0.12995896032831739,1.0
Chip Kelly,WR,13,0,0.0,0.07049345417925479,1.0
Doug Marrone,QB,8,0,0.0,0.10034602076124567,1.0
Doug Marrone,RB,15,2,0.13333333333333333,0.12995896032831739,1.0
Bill O'Brien,RB,11,1,0.09090909090909091,0.12995896032831739,1.0
Bill O'Brien,WR,18,1,0.05555555555555555,0.07049345417925479,1.0
Mike Zimmer,TE,8,1,0.125,0.11368015414258188,1.0
Dan Campbell,RB,13,1,0.07692307692307693,0.12995896032831739,1.0
Dan Campbell,WR,18,1,0.05555555555555555,0.07049345417925479,1.0
Dan Quinn,RB,14,1,0.07142857142857142,0.12995896032831739,1.0
Dan Quinn,TE,11,1,0.09090909090909091,0.11368015414258188,1.0
Sean McDermott,RB,16,2,0.125,0.12995896032831739,1.0
Sean McDermott,WR,26,1,0.038461538461538464,0.07049345417925479,1.0
Vance Joseph,WR,9,0,0.0,0.07049345417925479,1.0
Kyle Shanahan,QB,8,0,0.0,0.10034602076124567,1.0
Kyle Shanahan,TE,9,1,0.1111111111111111,0.11368015414258188,1.0
Kyle Shanahan,WR,21,1,0.047619047619047616,0.07049345417925479,1.0
Frank Reich,WR,12,0,0.0,0.07049345417925479,1.0
Matt Nagy,RB,10,1,0.1,0.12995896032831739,1.0
Matt Nagy,WR,9,0,0.0,0.07049345417925479,1.0
Matt Patricia,WR,9,0,0.0,0.07049345417925479,1.0
Mike Vrabel,RB,14,1,0.07142857142857142,0.12995896032831739,1.0
Mike Vrabel,WR,26,1,0.038461538461538464,0.07049345417925479,1.0
Steve Wilks,WR,10,0,0.0,0.07049345417925479,1.0
Kliff Kingsbury,RB,9,1,0.1111111111111111,0.12995896032831739,1.0
Kliff Kingsbury,WR,14,1,0.07142857142857142,0.07049345417925479,1.0
Matt LaFleur,WR,21,1,0.047619047619047616,0.07049345417925479,1.0
Brian Flores,RB,11,1,0.09090909090909091,0.12995896032831739,1.0
Brian Flores,WR,9,0,0.0,0.07049345417925479,1.0
Vic Fangio,WR,8,0,0.0,0.07049345417925479,1.0
Darrell Bevell,WR,11,0,0.0,0.07049345417925479,1.0
Kevin Stefanski,RB,11,1,0.09090909090909091,0.12995896032831739,1.0
Kevin Stefanski,TE,8,1,0.125,0.11368015414258188,1.0
Matt Rhule,WR,8,0,0.0,0.07049345417925479,1.0
Joe Judge,WR,12,0,0.0,0.07049345417925479,1.0
Nick Sirianni,RB,9,1,0.1111111111111111,0.12995896032831739,1.0
Nick Sirianni,WR,12,0,0.0,0.07049345417925479,1.0
Arthur Smith,WR,12,0,0.0,0.07049345417925479,1.0
Robert Saleh,RB,9,1,0.1111111111111111,0.12995896032831739,1.0
Robert Saleh,WR,12,0,0.0,0.07049345417925479,1.0
Matt Eberflus,WR,8,0,0.0,0.07049345417925479,1.0
DeMeco Ryans,RB,8,1,0.125,0.12995896032831739,1.0
DeMeco Ryans,WR,10,0,0.0,0.07049345417925479,1.0
Jonathan Gannon,WR,8,0,0.0,0.07049345417925479,1.0
Dave Canales,WR,11,0,0.0,0.07049345417925479,1.0
Darren Rizzi,WR,8,0,0.0,0.07049345417925479,1.0
Dennis Allen (fired on November 4),WR,8,0,0.0,0.07049345417925479,1.0
Aaron Glenn,WR,8,0,0.0,0.07049345417925479,1.0
